datetime,PC1_coefficient,PC2_coefficient,PC1_PC2_amplitude,fase
1980-07-14,-0.37177,-0.31019,0.48418,8
1980-07-15,-0.1271,-0.23257,0.26503,8
1980-07-16,0.14662,-0.1442,0.20565,2
1980-07-17,0.44125,-0.05325,0.44446,2
1980-07-18,0.74647,0.03186,0.74715,4
1980-07-19,1.05026,0.10306,1.0553,4
1980-07-20,1.33953,0.15323,1.34826,4
1980-07-21,1.60091,0.17678,1.61064,4
1980-07-22,1.82155,0.1701,1.82947,4
1980-07-23,1.98991,0.13184,1.99428,4
1980-07-24,2.09659,0.06309,2.09754,4
1980-07-25,2.13489,-0.03269,2.13514,2
1980-07-26,2.10136,-0.14987,2.1067,2
1980-07-27,1.9961,-0.28107,2.01579,2
1980-07-28,1.8228,-0.41761,1.87003,2
1980-07-29,1.58865,-0.55021,1.68123,2
1980-07-30,1.30396,-0.6696,1.46584,2
1980-07-31,0.98162,-0.76724,1.24588,2
1980-08-01,0.63639,-0.83592,1.0506,1
1980-08-02,0.28414,-0.8703,0.91551,1
1980-08-03,-0.05905,-0.8673,0.86931,8
1980-08-04,-0.37779,-0.82632,0.90859,8
1980-08-05,-0.65811,-0.74927,0.99725,8
1980-08-06,-0.8883,-0.64043,1.09509,8
1980-08-07,-1.05941,-0.50612,1.1741,8
1980-08-08,-1.16575,-0.35421,1.21838,8
1980-08-09,-1.20509,-0.19354,1.22053,8
1980-08-10,-1.17872,-0.03324,1.17919,8
1980-08-11,-1.09132,0.11791,1.09768,6
1980-08-12,-0.95065,0.25217,0.98353,6
1980-08-13,-0.76706,0.36335,0.84876,6
1980-08-14,-0.55291,0.44726,0.71116,6
1980-08-15,-0.32191,0.50195,0.5963,5
1980-08-16,-0.08833,0.5278,0.53514,5
1980-08-17,0.13368,0.52743,0.54411,4
1980-08-18,0.33089,0.50536,0.60405,4
1980-08-19,0.49159,0.46763,0.67848,4
1980-08-20,0.60623,0.42119,0.73818,4
1980-08-21,0.66788,0.37332,0.76514,4
1980-08-22,0.67256,0.33095,0.74957,4
1980-08-23,0.61941,0.30006,0.68826,4
1980-08-24,0.51078,0.28514,0.58498,4
1980-08-25,0.35206,0.28881,0.45537,4
1980-08-26,0.15143,0.31151,0.34637,4
1980-08-27,-0.08056,0.35153,0.36065,5
1980-08-28,-0.33156,0.40507,0.52346,5
1980-08-29,-0.58799,0.46653,0.75059,6
1980-08-30,-0.83585,0.52901,0.98919,6
1980-08-31,-1.06138,0.58486,1.21186,6
1980-09-01,-1.25189,0.62629,1.39981,6
1980-09-02,-1.3964,0.64609,1.53862,6
1980-09-03,-1.48634,0.63819,1.61756,6
1980-09-04,-1.51604,0.59828,1.62983,6
1980-09-05,-1.4831,0.52417,1.573,6
1980-09-06,-1.38856,0.41606,1.44955,6
1980-09-07,-1.23695,0.27663,1.26751,6
1980-09-08,-1.03604,0.1109,1.04196,6
1980-09-09,-0.79643,-0.07407,0.79987,8
1980-09-10,-0.53098,-0.26962,0.59552,8
1980-09-11,-0.25406,-0.46608,0.53083,8
1980-09-12,0.01934,-0.65346,0.65375,1
1980-09-13,0.27449,-0.8221,0.86671,1
1980-09-14,0.49788,-0.96338,1.08442,1
1980-09-15,0.67807,-1.07028,1.26699,1
1980-09-16,0.80646,-1.1379,1.3947,1
1980-09-17,0.87791,-1.16372,1.45772,1
1980-09-18,0.89103,-1.1478,1.45306,1
1980-09-19,0.84841,-1.0927,1.3834,1
1980-09-20,0.75641,-1.00327,1.25646,1
1980-09-21,0.62478,-0.88625,1.08434,1
1980-09-22,0.46605,-0.74976,0.8828,1
1980-09-23,0.29466,-0.60268,0.67085,1
1980-09-24,0.12596,-0.45401,0.47116,1
1980-09-25,-0.02481,-0.31222,0.3132,8
1980-09-26,-0.14366,-0.18464,0.23394,8
1980-09-27,-0.21882,-0.07701,0.23198,8
1980-09-28,-0.24165,0.0069,0.24175,6
1980-09-29,-0.20725,0.06549,0.21735,6
1980-09-30,-0.11491,0.09934,0.1519,6
1980-10-01,0.03179,0.11109,0.11555,4
1980-10-02,0.22519,0.1051,0.24851,4
1980-10-03,0.45398,0.08711,0.46226,4
1980-10-04,0.70398,0.06366,0.70686,4
1980-10-05,0.95909,0.04155,0.95999,4
1980-10-06,1.20235,0.02731,1.20266,4
1980-10-07,1.41711,0.02662,1.41736,4
1980-10-08,1.58816,0.0439,1.58876,4
1980-10-09,1.70277,0.08197,1.70474,4
1980-10-10,1.75153,0.14183,1.75727,4
1980-10-11,1.72899,0.22262,1.74326,4
1980-10-12,1.63396,0.32166,1.66532,4
1980-10-13,1.46958,0.43472,1.53253,4
1980-10-14,1.24304,0.5563,1.36185,4
1980-10-15,0.96507,0.68006,1.18061,4
1980-10-16,0.64912,0.79927,1.02965,4
1980-10-17,0.31046,0.90728,0.95892,4
1980-10-18,-0.03487,0.99794,0.99855,5
1980-10-19,-0.37111,1.06606,1.12881,5
1980-10-20,-0.68379,1.10762,1.30168,5
1980-10-21,-0.96055,1.12005,1.47552,5
1980-10-22,-1.19186,1.10233,1.62347,6
1980-10-23,-1.37143,1.05491,1.73022,6
1980-10-24,-1.49639,0.9797,1.78858,6
1980-10-25,-1.56719,0.87978,1.79725,6
1980-10-26,-1.58731,0.75921,1.75953,6
1980-10-27,-1.56268,0.62267,1.68217,6
1980-10-28,-1.50108,0.4752,1.5745,6
1980-10-29,-1.41129,0.32187,1.44753,6
1980-10-30,-1.30236,0.16753,1.31309,6
1980-10-31,-1.18285,0.01658,1.18297,6
1980-11-01,-1.0602,-0.12718,1.06781,8
1980-11-02,-0.94024,-0.26064,0.97569,8
1980-11-03,-0.82688,-0.38137,0.91059,8
1980-11-04,-0.72205,-0.48767,0.8713,8
1980-11-05,-0.62577,-0.5784,0.85213,8
1980-11-06,-0.53644,-0.65295,0.84505,8
1980-11-07,-0.45126,-0.71112,0.84221,8
1980-11-08,-0.36675,-0.75298,0.83754,8
1980-11-09,-0.27927,-0.77882,0.82737,8
1980-11-10,-0.18563,-0.78908,0.81062,8
1980-11-11,-0.0835,-0.78432,0.78875,8
1980-11-12,0.02817,-0.76523,0.76575,1
1980-11-13,0.14897,-0.73266,0.74765,1
1980-11-14,0.27692,-0.68766,0.74133,1
1980-11-15,0.40858,-0.63156,0.7522,1
1980-11-16,0.53932,-0.566,0.7818,1
1980-11-17,0.66364,-0.49295,0.82669,2
1980-11-18,0.77567,-0.41473,0.87958,2
1980-11-19,0.86965,-0.33394,0.93156,2
1980-11-20,0.94039,-0.25341,0.97393,2
1980-11-21,0.98376,-0.17604,0.99939,2
1980-11-22,0.99703,-0.10465,1.0025,2
1980-11-23,0.97907,-0.04181,0.97996,2
1980-11-24,0.93047,0.01034,0.93053,4
1980-11-25,0.85349,0.05026,0.85497,4
1980-11-26,0.75186,0.07718,0.75581,4
1980-11-27,0.63049,0.09114,0.63704,4
1980-11-28,0.49505,0.09308,0.50372,4
1980-11-29,0.35158,0.08475,0.36165,4
1980-11-30,0.20604,0.06862,0.21717,4
1980-12-01,0.06389,0.04771,0.07974,4
1980-12-02,-0.07025,0.02534,0.07468,6
1980-12-03,-0.19281,0.00486,0.19287,6
1980-12-04,-0.30142,-0.01063,0.30161,8
1980-12-05,-0.3949,-0.0186,0.39533,8
1980-12-06,-0.47312,-0.01728,0.47343,8
1980-12-07,-0.53684,-0.00594,0.53687,8
1980-12-08,-0.58737,0.01508,0.58756,6
1980-12-09,-0.62628,0.04428,0.62785,6
1980-12-10,-0.65508,0.07913,0.65984,6
1980-12-11,-0.67486,0.1162,0.68479,6
1980-12-12,-0.68617,0.15146,0.70268,6
1980-12-13,-0.68876,0.18061,0.71205,6
1980-12-14,-0.68166,0.19944,0.71024,6
1980-12-15,-0.66318,0.20426,0.69392,6
1980-12-16,-0.63113,0.19222,0.65975,6
1980-12-17,-0.58308,0.16172,0.60509,6
1980-12-18,-0.51673,0.11258,0.52885,6
1980-12-19,-0.43021,0.04619,0.43268,6
1980-12-20,-0.3225,-0.03445,0.32434,8
1980-12-21,-0.19372,-0.12487,0.23047,8
1980-12-22,-0.04534,-0.21939,0.22403,8
1980-12-23,0.11963,-0.31148,0.33366,1
1980-12-24,0.29668,-0.39418,0.49335,1
1980-12-25,0.47987,-0.46063,0.66517,2
1980-12-26,0.66213,-0.50463,0.83251,2
1980-12-27,0.83561,-0.52108,0.98477,2
1980-12-28,0.99209,-0.50646,1.11389,2
1980-12-29,1.12353,-0.45918,1.21374,2
1980-12-30,1.22259,-0.37978,1.28022,2
1980-12-31,1.28312,-0.27099,1.31143,2
1981-01-01,1.30063,-0.13764,1.3079,2
1981-01-02,1.27264,0.01358,1.27271,4
1981-01-03,1.1989,0.17455,1.21154,4
1981-01-04,1.08151,0.33618,1.13255,4
1981-01-05,0.92486,0.48903,1.04619,4
1981-01-06,0.73543,0.62396,0.96445,4
1981-01-07,0.52145,0.73267,0.89929,4
1981-01-08,0.29247,0.80837,0.85965,4
1981-01-09,0.05883,0.84617,0.84821,4
1981-01-10,-0.16891,0.84346,0.86021,5
1981-01-11,-0.38056,0.8001,0.88599,5
1981-01-12,-0.56686,0.71842,0.91513,5
1981-01-13,-0.71997,0.60312,0.9392,6
1981-01-14,-0.83387,0.46088,0.95276,6
1981-01-15,-0.90467,0.30003,0.95312,6
1981-01-16,-0.93078,0.12991,0.9398,6
1981-01-17,-0.91291,-0.03968,0.91377,8
1981-01-18,-0.85402,-0.1991,0.87692,8
1981-01-19,-0.75905,-0.33951,0.83152,8
1981-01-20,-0.63464,-0.45335,0.77993,8
1981-01-21,-0.48868,-0.5348,0.72444,8
1981-01-22,-0.32989,-0.58005,0.6673,8
1981-01-23,-0.16728,-0.58751,0.61086,8
1981-01-24,-0.0097,-0.55776,0.55784,8
1981-01-25,0.13466,-0.49343,0.51147,1
1981-01-26,0.25867,-0.39896,0.47548,1
1981-01-27,0.35661,-0.28022,0.45353,2
1981-01-28,0.42442,-0.14404,0.4482,2
1981-01-29,0.45987,0.00217,0.45988,4
1981-01-30,0.4626,0.151,0.48663,4
1981-01-31,0.43409,0.29539,0.52506,4
1981-02-01,0.37746,0.42904,0.57144,4
1981-02-02,0.29731,0.54667,0.62229,4
1981-02-03,0.19933,0.64427,0.6744,4
1981-02-04,0.08996,0.71912,0.72473,4
1981-02-05,-0.02402,0.76984,0.77021,5
1981-02-06,-0.13592,0.79625,0.80776,5
1981-02-07,-0.23955,0.79923,0.83436,5
1981-02-08,-0.3296,0.78053,0.84727,5
1981-02-09,-0.40196,0.74249,0.84431,5
1981-02-10,-0.45396,0.68783,0.82413,5
1981-02-11,-0.48452,0.61946,0.78644,5
1981-02-12,-0.49419,0.54022,0.73216,5
1981-02-13,-0.48511,0.45284,0.66362,6
1981-02-14,-0.46079,0.35977,0.5846,6
1981-02-15,-0.42587,0.26318,0.50063,6
1981-02-16,-0.38575,0.16497,0.41955,6
1981-02-17,-0.34616,0.06675,0.35254,6
1981-02-18,-0.31271,-0.03005,0.31415,8
1981-02-19,-0.29042,-0.12419,0.31586,8
1981-02-20,-0.28332,-0.21454,0.35538,8
1981-02-21,-0.29403,-0.30005,0.4201,8
1981-02-22,-0.32351,-0.3798,0.49891,8
1981-02-23,-0.37095,-0.45297,0.58547,8
1981-02-24,-0.43364,-0.51894,0.67627,8
1981-02-25,-0.5072,-0.57733,0.76848,8
1981-02-26,-0.58578,-0.62807,0.85885,8
1981-02-27,-0.66245,-0.67149,0.94326,8
1981-02-28,-0.72969,-0.70832,1.01694,8
1981-03-01,-0.77998,-0.73969,1.07495,8
1981-03-02,-0.80634,-0.76714,1.11296,8
1981-03-03,-0.8029,-0.79246,1.12811,8
1981-03-04,-0.76543,-0.81762,1.11999,8
1981-03-05,-0.69173,-0.84452,1.09165,8
1981-03-06,-0.58187,-0.87482,1.05066,8
1981-03-07,-0.43832,-0.90973,1.00982,8
1981-03-08,-0.26581,-0.94974,0.98623,8
1981-03-09,-0.07109,-0.9945,0.99703,8
1981-03-10,0.13748,-1.04263,1.05166,1
1981-03-11,0.35057,-1.09173,1.14663,1
1981-03-12,0.55846,-1.1383,1.26791,1
1981-03-13,0.75181,-1.17797,1.39744,1
1981-03-14,0.92234,-1.20563,1.51798,1
1981-03-15,1.06343,-1.21576,1.61523,1
1981-03-16,1.17065,-1.20277,1.67842,1
1981-03-17,1.24208,-1.16142,1.70049,2
1981-03-18,1.27841,-1.08726,1.67823,2
1981-03-19,1.28293,-0.977,1.61259,2
1981-03-20,1.26116,-0.8289,1.50917,2
1981-03-21,1.22037,-0.643,1.3794,2
1981-03-22,1.16895,-0.42137,1.24257,2
1981-03-23,1.11561,-0.16808,1.1282,2
1981-03-24,1.0686,0.11084,1.07433,4
1981-03-25,1.0349,0.40765,1.11229,4
1981-03-26,1.01954,0.71322,1.24425,4
1981-03-27,1.02505,1.01751,1.44432,4
1981-03-28,1.05109,1.31006,1.6796,4
1981-03-29,1.09442,1.58057,1.92249,4
1981-03-30,1.14896,1.81948,2.15189,4
1981-03-31,1.20629,2.01844,2.35144,4
1981-04-01,1.25621,2.17084,2.50811,4
1981-04-02,1.28758,2.27208,2.61155,4
1981-04-03,1.28925,2.3198,2.65398,4
1981-04-04,1.25103,2.31396,2.6305,4
1981-04-05,1.16462,2.25677,2.53956,4
1981-04-06,1.02444,2.15241,2.38377,4
1981-04-07,0.82825,2.00677,2.17097,4
1981-04-08,0.5776,1.82695,1.91608,4
1981-04-09,0.27787,1.62083,1.64448,4
1981-04-10,-0.06184,1.39651,1.39788,5
1981-04-11,-0.42923,1.16186,1.23861,5
1981-04-12,-0.80949,0.92408,1.2285,5
1981-04-13,-1.18629,0.68934,1.37203,6
1981-04-14,-1.54277,0.46256,1.61062,6
1981-04-15,-1.86275,0.24725,1.87909,6
1981-04-16,-2.13178,0.04561,2.13227,6
1981-04-17,-2.33812,-0.14146,2.34239,8
1981-04-18,-2.47355,-0.31403,2.4934,8
1981-04-19,-2.53387,-0.47295,2.57763,8
1981-04-20,-2.51917,-0.6194,2.5942,8
1981-04-21,-2.43371,-0.75465,2.54803,8
1981-04-22,-2.28559,-0.87963,2.44901,8
1981-04-23,-2.08604,-0.99477,2.31109,8
1981-04-24,-1.84859,-1.09974,2.15098,8
1981-04-25,-1.58803,-1.19338,1.98645,8
1981-04-26,-1.31931,-1.27373,1.83383,8
1981-04-27,-1.05649,-1.33814,1.70493,8
1981-04-28,-0.81176,-1.38349,1.60406,8
1981-04-29,-0.59469,-1.40649,1.52705,8
1981-04-30,-0.41162,-1.40401,1.4631,8
1981-05-01,-0.26544,-1.3734,1.39882,8
1981-05-02,-0.15557,-1.31292,1.32211,8
1981-05-03,-0.0783,-1.22194,1.22445,8
1981-05-04,-0.02728,-1.10125,1.10158,8
1981-05-05,0.0057,-0.95311,0.95312,1
1981-05-06,0.02986,-0.78134,0.78191,1
1981-05-07,0.05451,-0.59122,0.59373,1
1981-05-08,0.08813,-0.38925,0.3991,1
1981-05-09,0.13763,-0.1829,0.2289,1
1981-05-10,0.2077,0.0198,0.20864,4
1981-05-11,0.3004,0.21067,0.3669,4
1981-05-12,0.41499,0.38182,0.56391,4
1981-05-13,0.54806,0.52611,0.75971,4
1981-05-14,0.6938,0.63759,0.94228,4
1981-05-15,0.84459,0.71178,1.10452,4
1981-05-16,0.99162,0.74595,1.24087,4
1981-05-17,1.12571,0.73932,1.34678,4
1981-05-18,1.23807,0.69306,1.41886,4
1981-05-19,1.32107,0.61023,1.4552,4
1981-05-20,1.36884,0.49563,1.4558,4
1981-05-21,1.37777,0.35554,1.42291,4
1981-05-22,1.34679,0.19737,1.36118,4
1981-05-23,1.27741,0.02929,1.27774,4
1981-05-24,1.17357,-0.14021,1.18191,2
1981-05-25,1.04133,-0.30272,1.08443,2
1981-05-26,0.88834,-0.45032,0.99595,2
1981-05-27,0.72325,-0.57596,0.92457,2
1981-05-28,0.55507,-0.67376,0.87296,1
1981-05-29,0.39247,-0.73927,0.83699,1
1981-05-30,0.24323,-0.76962,0.80714,1
1981-05-31,0.11373,-0.76363,0.77205,1
1981-06-01,0.00859,-0.7218,0.72185,1
1981-06-02,-0.06948,-0.64626,0.64999,8
1981-06-03,-0.11974,-0.54066,0.55376,8
1981-06-04,-0.14327,-0.4099,0.43422,8
1981-06-05,-0.1427,-0.25996,0.29655,8
1981-06-06,-0.12187,-0.09757,0.15612,8
1981-06-07,-0.0854,0.07008,0.11047,6
1981-06-08,-0.03824,0.23565,0.23874,5
1981-06-09,0.01467,0.39203,0.39231,4
1981-06-10,0.06881,0.53259,0.53702,4
1981-06-11,0.12025,0.65151,0.66251,4
1981-06-12,0.16587,0.74399,0.76226,4
1981-06-13,0.20332,0.80653,0.83176,4
1981-06-14,0.23098,0.83702,0.86831,4
1981-06-15,0.24786,0.83486,0.87088,4
1981-06-16,0.25337,0.80097,0.84008,4
1981-06-17,0.24711,0.73775,0.77803,4
1981-06-18,0.22874,0.64896,0.68809,4
1981-06-19,0.19781,0.53952,0.57464,4
1981-06-20,0.15372,0.41527,0.44281,4
1981-06-21,0.09574,0.28265,0.29842,4
1981-06-22,0.02309,0.14836,0.15014,4
1981-06-23,-0.0648,0.019,0.06752,6
1981-06-24,-0.1681,-0.09927,0.19522,8
1981-06-25,-0.2863,-0.20109,0.34986,8
1981-06-26,-0.41792,-0.28219,0.50427,8
1981-06-27,-0.56033,-0.33964,0.65523,8
1981-06-28,-0.70955,-0.37195,0.80113,8
1981-06-29,-0.8603,-0.37922,0.94017,8
1981-06-30,-1.00603,-0.363,1.06951,8
1981-07-01,-1.13919,-0.32626,1.18499,8
1981-07-02,-1.25161,-0.2731,1.28106,8
1981-07-03,-1.33497,-0.20846,1.35115,8
1981-07-04,-1.38137,-0.13778,1.38822,8
1981-07-05,-1.3839,-0.06658,1.3855,8
1981-07-06,-1.33731,-8e-05,1.33731,8
1981-07-07,-1.23846,0.05719,1.23978,6
1981-07-08,-1.08681,0.10173,1.09156,6
1981-07-09,-0.88464,0.13129,0.89433,6
1981-07-10,-0.63719,0.14507,0.6535,6
1981-07-11,-0.35252,0.14375,0.3807,6
1981-07-12,-0.04119,0.12943,0.13583,5
1981-07-13,0.2842,0.10545,0.30314,4
1981-07-14,0.60974,0.07613,0.61447,4
1981-07-15,0.92089,0.0464,0.92206,4
1981-07-16,1.2034,0.02143,1.20359,4
1981-07-17,1.44411,0.00614,1.44413,4
1981-07-18,1.63174,0.00485,1.63174,4
1981-07-19,1.75753,0.02082,1.75765,4
1981-07-20,1.81579,0.056,1.81665,4
1981-07-21,1.80419,0.11081,1.80759,4
1981-07-22,1.72383,0.184,1.73362,4
1981-07-23,1.57916,0.27268,1.60253,4
1981-07-24,1.3776,0.37249,1.42707,4
1981-07-25,1.12906,0.47782,1.226,4
1981-07-26,0.84525,0.58216,1.02634,4
1981-07-27,0.53901,0.67851,0.86655,4
1981-07-28,0.22347,0.75987,0.79205,4
1981-07-29,-0.08865,0.81965,0.82443,5
1981-07-30,-0.38575,0.85217,0.93541,5
1981-07-31,-0.65784,0.85298,1.07718,5
1981-08-01,-0.89701,0.81923,1.21481,6
1981-08-02,-1.09762,0.74982,1.32929,6
1981-08-03,-1.25641,0.6455,1.41253,6
1981-08-04,-1.37233,0.50888,1.46364,6
1981-08-05,-1.44637,0.34421,1.48676,6
1981-08-06,-1.48117,0.15723,1.48949,6
1981-08-07,-1.48064,-0.04525,1.48133,8
1981-08-08,-1.44945,-0.25566,1.47182,8
1981-08-09,-1.39264,-0.46612,1.46858,8
1981-08-10,-1.31522,-0.66887,1.47553,8
1981-08-11,-1.22181,-0.85663,1.49219,8
1981-08-12,-1.11644,-1.023,1.51426,8
1981-08-13,-1.0024,-1.16271,1.53515,8
1981-08-14,-0.88217,-1.27186,1.54786,8
1981-08-15,-0.75753,-1.34803,1.5463,8
1981-08-16,-0.62962,-1.39032,1.52624,8
1981-08-17,-0.49912,-1.39927,1.48562,8
1981-08-18,-0.36645,-1.3768,1.42473,8
1981-08-19,-0.23191,-1.32598,1.3461,8
1981-08-20,-0.09586,-1.25079,1.25446,8
1981-08-21,0.04114,-1.15588,1.15662,1
1981-08-22,0.1783,-1.04629,1.06137,1
1981-08-23,0.31457,-0.92712,0.97904,1
1981-08-24,0.44867,-0.80333,0.92013,1
1981-08-25,0.57914,-0.67943,0.89276,1
1981-08-26,0.70443,-0.55935,0.8995,2
1981-08-27,0.82303,-0.44619,0.9362,2
1981-08-28,0.93353,-0.34215,0.99426,2
1981-08-29,1.03469,-0.24847,1.06411,2
1981-08-30,1.12548,-0.16538,1.13757,2
1981-08-31,1.20509,-0.09214,1.20861,2
1981-09-01,1.27287,-0.02716,1.27316,2
1981-09-02,1.32831,0.03193,1.3287,4
1981-09-03,1.37095,0.08803,1.37377,4
1981-09-04,1.40027,0.14442,1.4077,4
1981-09-05,1.41566,0.20448,1.43035,4
1981-09-06,1.41637,0.27142,1.44214,4
1981-09-07,1.40148,0.34804,1.44405,4
1981-09-08,1.36998,0.43641,1.43781,4
1981-09-09,1.32081,0.53768,1.42606,4
1981-09-10,1.25302,0.65183,1.41243,4
1981-09-11,1.16592,0.77755,1.40141,4
1981-09-12,1.05921,0.91214,1.39783,4
1981-09-13,0.9332,1.05157,1.40594,4
1981-09-14,0.78893,1.19052,1.4282,4
1981-09-15,0.62822,1.32266,1.46427,4
1981-09-16,0.45378,1.4409,1.51067,4
1981-09-17,0.2691,1.53781,1.56118,4
1981-09-18,0.07836,1.60608,1.60799,4
1981-09-19,-0.11375,1.63901,1.64295,5
1981-09-20,-0.30231,1.631,1.65878,5
1981-09-21,-0.48244,1.57809,1.65019,5
1981-09-22,-0.64963,1.47833,1.61477,5
1981-09-23,-0.80003,1.33209,1.55387,5
1981-09-24,-0.93072,1.14228,1.47345,5
1981-09-25,-1.03992,0.91436,1.38473,6
1981-09-26,-1.12706,0.6562,1.30417,6
1981-09-27,-1.19284,0.37773,1.25122,6
1981-09-28,-1.23907,0.09048,1.24237,6
1981-09-29,-1.26852,-0.19307,1.28313,8
1981-09-30,-1.28457,-0.46021,1.36452,8
1981-10-01,-1.29087,-0.69882,1.46789,8
1981-10-02,-1.29099,-0.89813,1.57267,8
1981-10-03,-1.28794,-1.04948,1.66139,8
1981-10-04,-1.28391,-1.14697,1.72162,8
1981-10-05,-1.27995,-1.18786,1.74622,8
1981-10-06,-1.27579,-1.17289,1.73301,8
1981-10-07,-1.26987,-1.10623,1.68413,8
1981-10-08,-1.25933,-0.9953,1.60516,8
1981-10-09,-1.24033,-0.85027,1.50379,8
1981-10-10,-1.20837,-0.68338,1.38822,8
1981-10-11,-1.1587,-0.50808,1.2652,8
1981-10-12,-1.08684,-0.33808,1.1382,8
1981-10-13,-0.98907,-0.18634,1.00647,8
1981-10-14,-0.86294,-0.06413,0.86532,8
1981-10-15,-0.7076,0.01985,0.70788,6
1981-10-16,-0.52411,0.06009,0.52755,6
1981-10-17,-0.3156,0.05475,0.32031,6
1981-10-18,-0.08716,0.00575,0.08735,6
1981-10-19,0.1543,-0.08135,0.17443,2
1981-10-20,0.40042,-0.1978,0.44661,2
1981-10-21,0.64191,-0.33234,0.72284,2
1981-10-22,0.8691,-0.47215,0.98907,2
1981-10-23,1.0726,-0.60386,1.2309,2
1981-10-24,1.24394,-0.71465,1.43461,2
1981-10-25,1.37611,-0.79337,1.58843,2
1981-10-26,1.46409,-0.83144,1.6837,2
1981-10-27,1.5052,-0.82362,1.7158,2
1981-10-28,1.49922,-0.76851,1.68472,2
1981-10-29,1.44845,-0.66869,1.59535,2
1981-10-30,1.35748,-0.53059,1.45749,2
1981-10-31,1.2329,-0.36401,1.28552,2
1981-11-01,1.08277,-0.18135,1.09785,2
1981-11-02,0.91608,0.00341,0.91608,4
1981-11-03,0.74212,0.1758,0.76266,4
1981-11-04,0.56989,0.32214,0.65464,4
1981-11-05,0.40754,0.43065,0.59292,4
1981-11-06,0.2619,0.49249,0.5578,4
1981-11-07,0.13815,0.50256,0.52121,4
1981-11-08,0.03965,0.46004,0.46174,4
1981-11-09,-0.0321,0.36849,0.36988,5
1981-11-10,-0.07734,0.2357,0.24807,5
1981-11-11,-0.09778,0.07316,0.12212,6
1981-11-12,-0.09633,-0.10486,0.14239,8
1981-11-13,-0.07665,-0.28232,0.29254,8
1981-11-14,-0.04275,-0.44273,0.44479,8
1981-11-15,0.00132,-0.57042,0.57042,1
1981-11-16,0.05184,-0.6518,0.65386,1
1981-11-17,0.10561,-0.67648,0.68467,1
1981-11-18,0.16005,-0.63809,0.65786,1
1981-11-19,0.21321,-0.53488,0.57581,1
1981-11-20,0.26363,-0.36984,0.45418,1
1981-11-21,0.3102,-0.15056,0.34481,2
1981-11-22,0.35189,0.11135,0.36909,4
1981-11-23,0.38754,0.40111,0.55774,4
1981-11-24,0.4156,0.70188,0.81569,4
1981-11-25,0.43402,0.99601,1.08647,4
1981-11-26,0.44016,1.26639,1.3407,4
1981-11-27,0.43086,1.49762,1.55836,4
1981-11-28,0.40261,1.67717,1.72481,4
1981-11-29,0.35182,1.79618,1.83031,4
1981-11-30,0.27517,1.85,1.87035,4
1981-12-01,0.1701,1.83836,1.84622,4
1981-12-02,0.03519,1.76521,1.76556,4
1981-12-03,-0.12941,1.63814,1.64324,5
1981-12-04,-0.32162,1.46764,1.50247,5
1981-12-05,-0.5373,1.26605,1.37534,5
1981-12-06,-0.77009,1.04641,1.29923,5
1981-12-07,-1.01164,0.82135,1.30309,6
1981-12-08,-1.25188,0.60198,1.3891,6
1981-12-09,-1.4795,0.39704,1.53185,6
1981-12-10,-1.6826,0.21225,1.69593,6
1981-12-11,-1.84943,0.05001,1.85011,6
1981-12-12,-1.96918,-0.09063,1.97127,8
1981-12-13,-2.03274,-0.21356,2.04393,8
1981-12-14,-2.03343,-0.32503,2.05925,8
1981-12-15,-1.96755,-0.43275,2.01457,8
1981-12-16,-1.83473,-0.54489,1.91393,8
1981-12-17,-1.63816,-0.669,1.76949,8
1981-12-18,-1.38442,-0.81099,1.60447,8
1981-12-19,-1.08323,-0.97426,1.45691,8
1981-12-20,-0.74683,-1.15907,1.37883,8
1981-12-21,-0.38925,-1.36213,1.41665,8
1981-12-22,-0.02548,-1.57667,1.57687,8
1981-12-23,0.32952,-1.7927,1.82273,1
1981-12-24,0.66169,-1.99768,2.10442,1
1981-12-25,0.9588,-2.17747,2.37921,1
1981-12-26,1.21109,-2.31737,2.61475,1
1981-12-27,1.41182,-2.40342,2.78741,1
1981-12-28,1.55756,-2.42355,2.8809,1
1981-12-29,1.64819,-2.36875,2.88574,1
1981-12-30,1.68667,-2.23394,2.79917,1
1981-12-31,1.67868,-2.01865,2.62543,1
1982-01-01,1.63188,-1.72725,2.37622,1
1982-01-02,1.55524,-1.36894,2.0719,2
1982-01-03,1.45822,-0.95727,1.74435,2
1982-01-04,1.34993,-0.50939,1.44284,2
1982-01-05,1.23845,-0.04493,1.23927,2
1982-01-06,1.13023,0.41516,1.20407,4
1982-01-07,1.02967,0.85009,1.33525,4
1982-01-08,0.93898,1.24049,1.5558,4
1982-01-09,0.85812,1.56972,1.78896,4
1982-01-10,0.78514,1.82488,1.98661,4
1982-01-11,0.71651,1.99764,2.12225,4
1982-01-12,0.64771,2.08464,2.18294,4
1982-01-13,0.57387,2.08757,2.16501,4
1982-01-14,0.49036,2.01293,2.07179,4
1982-01-15,0.39344,1.87139,1.9123,4
1982-01-16,0.28076,1.67693,1.70027,4
1982-01-17,0.15164,1.44575,1.45368,4
1982-01-18,0.00733,1.19509,1.19511,4
1982-01-19,-0.14908,0.94199,0.95371,5
1982-01-20,-0.31285,0.70217,0.76871,5
1982-01-21,-0.47796,0.48905,0.68382,5
1982-01-22,-0.63759,0.31298,0.71026,6
1982-01-23,-0.78475,0.18071,0.80529,6
1982-01-24,-0.91282,0.09525,0.91778,6
