datetime,PC1_coefficient,PC2_coefficient,PC1_PC2_amplitude,fase
2005-09-08,0.42229,1.13256,1.20873,4
2005-09-09,0.17583,1.10303,1.11696,4
2005-09-10,-0.08605,1.04477,1.04831,5
2005-09-11,-0.35512,0.9586,1.02227,5
2005-09-12,-0.62265,0.84684,1.05111,5
2005-09-13,-0.87987,0.71324,1.13264,6
2005-09-14,-1.11835,0.56282,1.25199,6
2005-09-15,-1.33041,0.40158,1.3897,6
2005-09-16,-1.50943,0.23616,1.52779,6
2005-09-17,-1.65009,0.0735,1.65173,6
2005-09-18,-1.74858,-0.07966,1.75039,8
2005-09-19,-1.80266,-0.21712,1.81569,8
2005-09-20,-1.81174,-0.33361,1.84219,8
2005-09-21,-1.77672,-0.42508,1.82686,8
2005-09-22,-1.69997,-0.48895,1.76889,8
2005-09-23,-1.58508,-0.52422,1.66951,8
2005-09-24,-1.43668,-0.53147,1.53183,8
2005-09-25,-1.26021,-0.51278,1.36054,8
2005-09-26,-1.06166,-0.47154,1.16167,8
2005-09-27,-0.84735,-0.4122,0.94229,8
2005-09-28,-0.6237,-0.3399,0.7103,8
2005-09-29,-0.39702,-0.26012,0.47464,8
2005-09-30,-0.17337,-0.17832,0.2487,8
2005-10-01,0.04163,-0.09954,0.10789,1
2005-10-02,0.2429,-0.02812,0.24452,2
2005-10-03,0.42602,0.03254,0.42726,4
2005-10-04,0.5873,0.08023,0.59275,4
2005-10-05,0.72384,0.1139,0.73275,4
2005-10-06,0.83362,0.13374,0.84428,4
2005-10-07,0.91548,0.14105,0.92628,4
2005-10-08,0.96918,0.13804,0.97896,4
2005-10-09,0.99539,0.12764,1.00354,4
2005-10-10,0.99566,0.11319,1.00207,4
2005-10-11,0.97238,0.09817,0.97732,4
2005-10-12,0.92869,0.0859,0.93266,4
2005-10-13,0.86839,0.07926,0.872,4
2005-10-14,0.79575,0.08052,0.79981,4
2005-10-15,0.71535,0.09111,0.72112,4
2005-10-16,0.63185,0.11159,0.64163,4
2005-10-17,0.54979,0.14162,0.56773,4
2005-10-18,0.4733,0.17999,0.50637,4
2005-10-19,0.4059,0.22472,0.46396,4
2005-10-20,0.35028,0.27328,0.44427,4
2005-10-21,0.30808,0.32275,0.44618,4
2005-10-22,0.27982,0.37004,0.46392,4
2005-10-23,0.26481,0.41212,0.48986,4
2005-10-24,0.26118,0.44622,0.51704,4
2005-10-25,0.26597,0.47002,0.54005,4
2005-10-26,0.27532,0.48175,0.55487,4
2005-10-27,0.28473,0.48029,0.55835,4
2005-10-28,0.28935,0.46522,0.54786,4
2005-10-29,0.28437,0.43675,0.52116,4
2005-10-30,0.26535,0.39569,0.47642,4
2005-10-31,0.22864,0.34333,0.41249,4
2005-11-01,0.17167,0.28131,0.32956,4
2005-11-02,0.09323,0.21147,0.23111,4
2005-11-03,-0.00637,0.13571,0.13585,5
2005-11-04,-0.12517,0.05582,0.13705,6
2005-11-05,-0.25965,-0.02657,0.26101,8
2005-11-06,-0.40488,-0.11011,0.41959,8
2005-11-07,-0.55476,-0.1938,0.58764,8
2005-11-08,-0.70238,-0.27694,0.75501,8
2005-11-09,-0.8405,-0.35913,0.91401,8
2005-11-10,-0.96198,-0.44022,1.05793,8
2005-11-11,-1.06031,-0.52018,1.18104,8
2005-11-12,-1.13003,-0.59905,1.279,8
2005-11-13,-1.16716,-0.67679,1.34918,8
2005-11-14,-1.16949,-0.75318,1.39103,8
2005-11-15,-1.13676,-0.82775,1.4062,8
2005-11-16,-1.07073,-0.8997,1.39855,8
2005-11-17,-0.97504,-0.96788,1.37387,8
2005-11-18,-0.855,-1.03075,1.33921,8
2005-11-19,-0.71721,-1.08646,1.30184,8
2005-11-20,-0.56908,-1.13286,1.26777,8
2005-11-21,-0.41833,-1.16767,1.24034,8
2005-11-22,-0.27239,-1.18853,1.21934,8
2005-11-23,-0.13789,-1.19316,1.2011,8
2005-11-24,-0.02017,-1.17952,1.1797,8
2005-11-25,0.07712,-1.14593,1.14852,1
2005-11-26,0.15222,-1.09117,1.10174,1
2005-11-27,0.20543,-1.01465,1.03524,1
2005-11-28,0.23894,-0.91644,0.94707,1
2005-11-29,0.25665,-0.79731,0.83759,1
2005-11-30,0.26378,-0.65878,0.70963,1
2005-12-01,0.26635,-0.50308,0.56923,1
2005-12-02,0.27058,-0.33309,0.42914,1
2005-12-03,0.2823,-0.15225,0.32074,2
2005-12-04,0.30634,0.03553,0.30839,4
2005-12-05,0.34599,0.22603,0.41328,4
2005-12-06,0.40261,0.41484,0.57809,4
2005-12-07,0.47535,0.59754,0.76356,4
2005-12-08,0.56111,0.7698,0.95259,4
2005-12-09,0.65463,0.92753,1.13527,4
2005-12-10,0.74888,1.06702,1.3036,4
2005-12-11,0.83554,1.18505,1.44999,4
2005-12-12,0.90561,1.27892,1.56709,4
2005-12-13,0.95026,1.34657,1.6481,4
2005-12-14,0.96153,1.38655,1.68733,4
2005-12-15,0.93317,1.39811,1.68093,4
2005-12-16,0.86129,1.38113,1.62768,4
2005-12-17,0.74491,1.33613,1.52975,4
2005-12-18,0.58634,1.26424,1.39359,4
2005-12-19,0.39122,1.16714,1.23096,4
2005-12-20,0.16844,1.04704,1.06051,4
2005-12-21,-0.07028,0.90662,0.90934,5
2005-12-22,-0.31105,0.74897,0.81099,5
2005-12-23,-0.53865,0.57757,0.78977,5
2005-12-24,-0.7375,0.39624,0.8372,6
2005-12-25,-0.89276,0.2091,0.91692,6
2005-12-26,-0.99143,0.02048,0.99164,6
2005-12-27,-1.02331,-0.16505,1.03654,8
2005-12-28,-0.9819,-0.3428,1.04002,8
2005-12-29,-0.865,-0.50802,1.00315,8
2005-12-30,-0.67513,-0.65598,0.94133,8
2005-12-31,-0.41951,-0.78206,0.88747,8
2006-01-01,-0.10985,-0.88191,0.88872,8
2006-01-02,0.23823,-0.95154,0.98091,1
2006-01-03,0.60612,-0.98752,1.1587,1
2006-01-04,0.97325,-0.98712,1.38623,1
2006-01-05,1.31838,-0.94848,1.62412,2
2006-01-06,1.62091,-0.87078,1.84,2
2006-01-07,1.86216,-0.75436,2.00916,2
2006-01-08,2.02664,-0.60088,2.11384,2
2006-01-09,2.10296,-0.41336,2.1432,2
2006-01-10,2.08465,-0.19625,2.09386,2
2006-01-11,1.97053,0.04465,1.97104,4
2006-01-12,1.76483,0.30224,1.79052,4
2006-01-13,1.47686,0.56831,1.58243,4
2006-01-14,1.12041,0.83376,1.3966,4
2006-01-15,0.71287,1.08894,1.30153,4
2006-01-16,0.27407,1.32394,1.35201,4
2006-01-17,-0.17503,1.52907,1.53905,5
2006-01-18,-0.61359,1.69522,1.80285,5
2006-01-19,-1.02228,1.81434,2.08252,5
2006-01-20,-1.38438,1.87982,2.33457,5
2006-01-21,-1.68674,1.88688,2.53089,5
2006-01-22,-1.92045,1.83288,2.65473,6
2006-01-23,-2.0812,1.71751,2.69838,6
2006-01-24,-2.16926,1.54294,2.66202,6
2006-01-25,-2.1892,1.31378,2.55315,6
2006-01-26,-2.14919,1.03696,2.38627,6
2006-01-27,-2.06022,0.7215,2.1829,6
2006-01-28,-1.93499,0.37813,1.97159,6
2006-01-29,-1.7868,0.01883,1.7869,6
2006-01-30,-1.62846,-0.34372,1.66434,8
2006-01-31,-1.47122,-0.6967,1.62784,8
2006-02-01,-1.3239,-1.02777,1.67602,8
2006-02-02,-1.19236,-1.32565,1.783,8
2006-02-03,-1.07909,-1.58063,1.91385,8
2006-02-04,-0.98323,-1.78504,2.03792,8
2006-02-05,-0.90087,-1.93355,2.13312,8
2006-02-06,-0.82557,-2.02343,2.18537,8
2006-02-07,-0.74922,-2.05454,2.18689,8
2006-02-08,-0.66296,-2.02931,2.13486,8
2006-02-09,-0.55817,-1.95247,2.03069,8
2006-02-10,-0.42755,-1.83073,1.88,8
2006-02-11,-0.26601,-1.67234,1.69336,8
2006-02-12,-0.07135,-1.48653,1.48824,8
2006-02-13,0.15516,-1.28301,1.29236,1
2006-02-14,0.40868,-1.07141,1.14671,1
2006-02-15,0.68085,-0.86073,1.09746,1
2006-02-16,0.96027,-0.65895,1.16462,2
2006-02-17,1.23319,-0.47265,1.32067,2
2006-02-18,1.48447,-0.30678,1.51584,2
2006-02-19,1.69866,-0.16457,1.70662,2
2006-02-20,1.86125,-0.04756,1.86185,2
2006-02-21,1.95975,0.04431,1.96025,4
2006-02-22,1.98481,0.11238,1.98799,4
2006-02-23,1.9311,0.15906,1.93764,4
2006-02-24,1.79785,0.18738,1.80759,4
2006-02-25,1.5892,0.20068,1.60182,4
2006-02-26,1.31411,0.20226,1.32958,4
2006-02-27,0.98598,0.19508,1.0051,4
2006-02-28,0.62191,0.18155,0.64787,4
2006-03-01,0.24168,0.1634,0.29174,4
2006-03-02,-0.13344,0.14171,0.19465,5
2006-03-03,-0.48205,0.1169,0.49602,6
2006-03-04,-0.784,0.08898,0.78903,6
2006-03-05,-1.02167,0.05774,1.0233,6
2006-03-06,-1.18117,0.02302,1.18139,6
2006-03-07,-1.25324,-0.01501,1.25333,8
2006-03-08,-1.23387,-0.0556,1.23512,8
2006-03-09,-1.12458,-0.09723,1.12877,8
2006-03-10,-0.93232,-0.13751,0.94241,8
2006-03-11,-0.66909,-0.17319,0.69114,8
2006-03-12,-0.3511,-0.20026,0.4042,8
2006-03-13,0.0022,-0.21418,0.21419,1
2006-03-14,0.36937,-0.21022,0.42501,2
2006-03-15,0.72835,-0.18389,0.7512,2
2006-03-16,1.05776,-0.13135,1.06588,2
2006-03-17,1.33828,-0.04992,1.33921,2
2006-03-18,1.55374,0.06152,1.55496,4
2006-03-19,1.6921,0.20215,1.70413,4
2006-03-20,1.74606,0.369,1.78462,4
2006-03-21,1.71341,0.55688,1.80163,4
2006-03-22,1.59707,0.75841,1.768,4
2006-03-23,1.40474,0.96436,1.70391,4
2006-03-24,1.14834,1.16405,1.63515,4
2006-03-25,0.84316,1.34594,1.58824,4
2006-03-26,0.50685,1.49838,1.58179,4
2006-03-27,0.15826,1.61037,1.61813,4
2006-03-28,-0.18363,1.67237,1.68242,5
2006-03-29,-0.50092,1.67707,1.75028,5
2006-03-30,-0.77773,1.62006,1.79707,5
2006-03-31,-1.00106,1.50032,1.80363,5
2006-04-01,-1.16143,1.32052,1.75861,5
2006-04-02,-1.25323,1.08711,1.65903,6
2006-04-03,-1.27487,0.81006,1.51046,6
2006-04-04,-1.22868,0.50249,1.32747,6
2006-04-05,-1.12057,0.17995,1.13493,6
2006-04-06,-0.95948,-0.1405,0.96971,8
2006-04-07,-0.75673,-0.44124,0.87598,8
2006-04-08,-0.52528,-0.70527,0.87939,8
2006-04-09,-0.27887,-0.91725,0.9587,8
2006-04-10,-0.03128,-1.06458,1.06504,8
2006-04-11,0.20445,-1.13829,1.1565,1
2006-04-12,0.41662,-1.13366,1.20779,1
2006-04-13,0.5954,-1.0507,1.20768,1
2006-04-14,0.73319,-0.89422,1.15637,1
2006-04-15,0.82481,-0.6736,1.06492,2
2006-04-16,0.86755,-0.40235,0.95631,2
2006-04-17,0.86108,-0.09725,0.86656,2
2006-04-18,0.80728,0.22262,0.83741,4
2006-04-19,0.70986,0.53708,0.89014,4
2006-04-20,0.57405,0.82611,1.00597,4
2006-04-21,0.40617,1.07109,1.14551,4
2006-04-22,0.21327,1.25601,1.27399,4
2006-04-23,0.00268,1.36846,1.36846,4
2006-04-24,-0.21825,1.40042,1.41733,5
2006-04-25,-0.44247,1.34876,1.41948,5
2006-04-26,-0.66344,1.21538,1.38467,5
2006-04-27,-0.87523,1.00712,1.33429,5
2006-04-28,-1.0726,0.73525,1.30041,6
2006-04-29,-1.25104,0.41475,1.318,6
2006-04-30,-1.40671,0.06329,1.40813,6
2006-05-01,-1.53638,-0.29983,1.56536,8
2006-05-02,-1.63738,-0.65496,1.76351,8
2006-05-03,-1.70752,-0.98329,1.9704,8
2006-05-04,-1.74505,-1.268,2.15709,8
2006-05-05,-1.74864,-1.49522,2.30075,8
2006-05-06,-1.71739,-1.65481,2.38492,8
2006-05-07,-1.65087,-1.74088,2.39917,8
2006-05-08,-1.54923,-1.75197,2.3387,8
2006-05-09,-1.41329,-1.69102,2.20385,8
2006-05-10,-1.24465,-1.565,1.99959,8
2006-05-11,-1.04581,-1.38433,1.73496,8
2006-05-12,-0.82024,-1.1621,1.42241,8
2006-05-13,-0.57247,-0.91315,1.07776,8
2006-05-14,-0.30807,-0.65313,0.72214,8
2006-05-15,-0.03359,-0.39744,0.39885,8
2006-05-16,0.24357,-0.1604,0.29164,2
2006-05-17,0.51536,0.04556,0.51737,4
2006-05-18,0.77336,0.21055,0.80151,4
2006-05-19,1.00913,0.32762,1.06098,4
2006-05-20,1.21459,0.39296,1.27657,4
2006-05-21,1.38242,0.40595,1.44079,4
2006-05-22,1.5065,0.36893,1.55102,4
2006-05-23,1.58227,0.28686,1.60807,4
2006-05-24,1.6071,0.16686,1.61574,4
2006-05-25,1.58049,0.01764,1.58059,4
2006-05-26,1.50431,-0.1511,1.51188,2
2006-05-27,1.38273,-0.32925,1.42139,2
2006-05-28,1.22221,-0.50684,1.32313,2
2006-05-29,1.03119,-0.67453,1.23221,2
2006-05-30,0.81977,-0.82394,1.16228,1
2006-05-31,0.59919,-0.94799,1.12148,1
2006-06-01,0.38128,-1.041,1.10862,1
2006-06-02,0.1778,-1.09879,1.11309,1
2006-06-03,-0.0002,-1.11871,1.11871,8
2006-06-04,-0.14305,-1.09951,1.10877,8
2006-06-05,-0.24302,-1.04125,1.06924,8
2006-06-06,-0.29485,-0.94522,0.99014,8
2006-06-07,-0.29604,-0.81375,0.86593,8
2006-06-08,-0.24712,-0.65013,0.69551,8
2006-06-09,-0.15159,-0.45851,0.48292,8
2006-06-10,-0.0158,-0.2438,0.24431,8
2006-06-11,0.1514,-0.01162,0.15185,2
2006-06-12,0.33922,0.23176,0.41083,4
2006-06-13,0.53549,0.47955,0.71883,4
2006-06-14,0.72746,0.72452,1.02671,4
2006-06-15,0.90254,0.95914,1.31702,4
2006-06-16,1.04909,1.17583,1.57581,4
2006-06-17,1.15712,1.36715,1.79109,4
2006-06-18,1.21888,1.52615,1.95315,4
2006-06-19,1.22937,1.64669,2.05498,4
2006-06-20,1.18659,1.72377,2.0927,4
2006-06-21,1.09165,1.7539,2.06588,4
2006-06-22,0.94866,1.73537,1.97774,4
2006-06-23,0.7644,1.66852,1.83528,4
2006-06-24,0.54792,1.55583,1.64949,4
2006-06-25,0.30986,1.402,1.43583,4
2006-06-26,0.06184,1.21377,1.21534,4
2006-06-27,-0.18435,0.99971,1.01657,5
2006-06-28,-0.41741,0.76983,0.87571,5
2006-06-29,-0.62721,0.53502,0.8244,6
2006-06-30,-0.80533,0.30651,0.86169,6
2006-07-01,-0.94551,0.09518,0.95029,6
2006-07-02,-1.04383,-0.08912,1.04763,8
2006-07-03,-1.09883,-0.23815,1.12434,8
2006-07-04,-1.11139,-0.34587,1.16396,8
2006-07-05,-1.08451,-0.40881,1.159,8
2006-07-06,-1.02288,-0.42635,1.10818,8
2006-07-07,-0.93247,-0.40077,1.01495,8
2006-07-08,-0.82001,-0.33708,0.88659,8
2006-07-09,-0.69247,-0.2427,0.73377,8
2006-07-10,-0.55662,-0.12695,0.57091,8
2006-07-11,-0.41862,-0.00038,0.41863,8
2006-07-12,-0.2838,0.126,0.31051,6
2006-07-13,-0.15643,0.24149,0.28772,5
2006-07-14,-0.03973,0.33648,0.33881,5
2006-07-15,0.06406,0.40316,0.40822,4
2006-07-16,0.15349,0.43608,0.46231,4
2006-07-17,0.22774,0.43255,0.48884,4
2006-07-18,0.28626,0.39277,0.48602,4
2006-07-19,0.3286,0.31987,0.45858,4
2006-07-20,0.35417,0.21956,0.4167,4
2006-07-21,0.36213,0.0997,0.37561,4
2006-07-22,0.35135,-0.03033,0.35265,2
2006-07-23,0.32046,-0.16039,0.35835,2
2006-07-24,0.26805,-0.28041,0.38792,1
2006-07-25,0.19293,-0.38118,0.42722,1
2006-07-26,0.09441,-0.45506,0.46475,1
2006-07-27,-0.02735,-0.49664,0.49739,8
2006-07-28,-0.17104,-0.50311,0.53139,8
2006-07-29,-0.33392,-0.47453,0.58025,8
2006-07-30,-0.51173,-0.41379,0.65809,8
2006-07-31,-0.6986,-0.32638,0.77108,8
2006-08-01,-0.88725,-0.21995,0.91411,8
2006-08-02,-1.06926,-0.1037,1.07428,8
2006-08-03,-1.2355,0.01234,1.23556,6
2006-08-04,-1.37669,0.11811,1.38175,6
2006-08-05,-1.48407,0.20434,1.49807,6
2006-08-06,-1.55003,0.2632,1.57221,6
2006-08-07,-1.56879,0.28896,1.59518,6
2006-08-08,-1.53694,0.27835,1.56194,6
2006-08-09,-1.45387,0.23083,1.47208,6
2006-08-10,-1.32198,0.14857,1.33031,6
2006-08-11,-1.14671,0.03624,1.14728,6
2006-08-12,-0.93625,-0.09945,0.94152,8
2006-08-13,-0.70117,-0.25024,0.74449,8
2006-08-14,-0.45366,-0.40704,0.6095,8
2006-08-15,-0.20673,-0.56068,0.59758,8
2006-08-16,0.02672,-0.70258,0.70308,1
2006-08-17,0.2349,-0.82539,0.85817,1
2006-08-18,0.40802,-0.92357,1.00968,1
2006-08-19,0.53907,-0.99369,1.13049,1
2006-08-20,0.62446,-1.0346,1.20845,1
2006-08-21,0.66431,-1.04743,1.24033,1
2006-08-22,0.66253,-1.03532,1.22916,1
2006-08-23,0.62652,-1.00306,1.18265,1
2006-08-24,0.56665,-0.95654,1.11178,1
2006-08-25,0.49542,-0.90218,1.02925,1
2006-08-26,0.42648,-0.84623,0.94763,1
2006-08-27,0.37345,-0.79427,0.87768,1
2006-08-28,0.34878,-0.75061,0.82768,1
2006-08-29,0.36264,-0.71795,0.80433,1
2006-08-30,0.422,-0.69713,0.81491,1
2006-08-31,0.52988,-0.68712,0.8677,1
2006-09-01,0.68501,-0.6851,0.96881,1
2006-09-02,0.88174,-0.68678,1.11765,2
2006-09-03,1.11035,-0.68685,1.30562,2
2006-09-04,1.35769,-0.67945,1.51822,2
2006-09-05,1.60814,-0.65879,1.73785,2
2006-09-06,1.84471,-0.61968,1.94601,2
2006-09-07,2.0504,-0.55804,2.12498,2
2006-09-08,2.20948,-0.47128,2.25919,2
2006-09-09,2.30873,-0.35862,2.33641,2
2006-09-10,2.33848,-0.22111,2.34891,2
2006-09-11,2.29342,-0.06164,2.29424,2
2006-09-12,2.17303,0.11529,2.17609,4
2006-09-13,1.98167,0.30398,2.00485,4
2006-09-14,1.72823,0.49789,1.79852,4
2006-09-15,1.42549,0.69019,1.58379,4
2006-09-16,1.0891,0.87431,1.39662,4
2006-09-17,0.73642,1.04433,1.27786,4
2006-09-18,0.38513,1.19544,1.25595,4
2006-09-19,0.05195,1.32418,1.3252,4
2006-09-20,-0.24868,1.42858,1.45006,5
2006-09-21,-0.50559,1.50817,1.59066,5
2006-09-22,-0.71166,1.5638,1.71812,5
2006-09-23,-0.86425,1.59736,1.81617,5
2006-09-24,-0.96513,1.61145,1.87837,5
2006-09-25,-1.02021,1.60895,1.90513,5
2006-09-26,-1.03875,1.59256,1.90138,5
2006-09-27,-1.03238,1.56449,1.87442,5
2006-09-28,-1.0139,1.52614,1.83224,5
2006-09-29,-0.99598,1.47791,1.78219,5
2006-09-30,-0.98989,1.41916,1.73029,5
2006-10-01,-1.00438,1.34833,1.6813,5
2006-10-02,-1.04481,1.26319,1.63929,5
2006-10-03,-1.11255,1.16114,1.60811,5
2006-10-04,-1.20486,1.03971,1.59145,6
2006-10-05,-1.31503,0.89702,1.59184,6
2006-10-06,-1.43301,0.73217,1.60922,6
2006-10-07,-1.5463,0.54575,1.63978,6
2006-10-08,-1.64115,0.34002,1.676,6
2006-10-09,-1.70385,0.1191,1.70801,6
2006-10-10,-1.72209,-0.11104,1.72566,8
2006-10-11,-1.68621,-0.34286,1.72072,8
2006-10-12,-1.59029,-0.56755,1.68853,8
2006-10-13,-1.43285,-0.77563,1.62931,8
2006-10-14,-1.21731,-0.95753,1.54878,8
2006-10-15,-0.9519,-1.10436,1.45798,8
2006-10-16,-0.64922,-1.20853,1.37187,8
2006-10-17,-0.32546,-1.26446,1.30567,8
2006-10-18,0.00086,-1.26906,1.26906,1
2006-10-19,0.31018,-1.22213,1.26088,1
2006-10-20,0.58349,-1.12647,1.26861,1
2006-10-21,0.80377,-0.98784,1.27353,1
2006-10-22,0.95742,-0.81466,1.25711,2
2006-10-23,1.03533,-0.61752,1.20551,2
2006-10-24,1.03367,-0.4085,1.11146,2
2006-10-25,0.95426,-0.20033,0.97506,2
2006-10-26,0.80447,-0.00561,0.80449,2
2006-10-27,0.59676,0.16415,0.61893,4
2006-10-28,0.34769,0.29922,0.45872,4
2006-10-29,0.07672,0.39238,0.39981,4
2006-10-30,-0.19527,0.43934,0.48078,5
2006-10-31,-0.44754,0.43899,0.6269,6
2006-11-01,-0.66104,0.39343,0.76926,6
2006-11-02,-0.81982,0.3077,0.87566,6
2006-11-03,-0.91217,0.18931,0.93161,6
2006-11-04,-0.93143,0.04766,0.93265,6
2006-11-05,-0.87636,-0.10678,0.88284,8
2006-11-06,-0.75115,-0.26324,0.79594,8
2006-11-07,-0.56489,-0.41154,0.6989,8
2006-11-08,-0.33083,-0.54273,0.63561,8
2006-11-09,-0.0652,-0.64978,0.65304,8
2006-11-10,0.2141,-0.72799,0.75882,1
2006-11-11,0.48891,-0.77517,0.91647,1
2006-11-12,0.74214,-0.79169,1.08515,1
2006-11-13,0.95908,-0.78018,1.23633,2
2006-11-14,1.1283,-0.74523,1.35219,2
2006-11-15,1.24234,-0.69273,1.42242,2
2006-11-16,1.29808,-0.62929,1.44257,2
2006-11-17,1.29659,-0.56157,1.41298,2
2006-11-18,1.24279,-0.49561,1.33796,2
2006-11-19,1.14471,-0.43633,1.22505,2
2006-11-20,1.01259,-0.38711,1.08406,2
2006-11-21,0.85783,-0.34961,0.92634,2
2006-11-22,0.69191,-0.32368,0.76388,2
2006-11-23,0.52539,-0.30762,0.60883,2
2006-11-24,0.3671,-0.29844,0.4731,2
2006-11-25,0.22352,-0.29238,0.36803,1
2006-11-26,0.09849,-0.28544,0.30195,1
2006-11-27,-0.00679,-0.27395,0.27404,8
2006-11-28,-0.09349,-0.25514,0.27173,8
2006-11-29,-0.16466,-0.22752,0.28086,8
2006-11-30,-0.22444,-0.19121,0.29485,8
2006-12-01,-0.2773,-0.14802,0.31433,8
2006-12-02,-0.32724,-0.10135,0.34258,8
2006-12-03,-0.37699,-0.05594,0.38112,8
2006-12-04,-0.42748,-0.01734,0.42784,8
2006-12-05,-0.47749,0.00866,0.47757,6
2006-12-06,-0.52357,0.01668,0.52383,6
2006-12-07,-0.56025,0.00253,0.56025,6
2006-12-08,-0.58057,-0.03625,0.5817,8
2006-12-09,-0.57676,-0.09979,0.58533,8
2006-12-10,-0.54117,-0.18562,0.57212,8
2006-12-11,-0.4672,-0.28851,0.54911,8
2006-12-12,-0.35027,-0.40065,0.53217,8
2006-12-13,-0.18865,-0.51199,0.54564,8
2006-12-14,0.01592,-0.61095,0.61116,1
2006-12-15,0.25787,-0.68515,0.73207,1
2006-12-16,0.52777,-0.72242,0.89467,1
2006-12-17,0.81268,-0.71181,1.08033,2
2006-12-18,1.09683,-0.64454,1.27218,2
2006-12-19,1.36255,-0.51492,1.4566,2
2006-12-20,1.59152,-0.32105,1.62358,2
2006-12-21,1.76609,-0.06523,1.7673,2
2006-12-22,1.87066,0.24585,1.88675,4
2006-12-23,1.89295,0.6013,1.98616,4
2006-12-24,1.82516,0.98649,2.0747,4
2006-12-25,1.66472,1.38387,2.16481,4
2006-12-26,1.41479,1.77396,2.26905,4
2006-12-27,1.08429,2.13656,2.39595,4
2006-12-28,0.68753,2.45202,2.54659,4
2006-12-29,0.24341,2.70253,2.71347,4
2006-12-30,-0.22571,2.87329,2.88214,5
2006-12-31,-0.69538,2.95348,3.03424,5
2007-01-01,-1.14069,2.93704,3.15078,5
2007-01-02,-1.5379,2.82304,3.21476,5
2007-01-03,-1.86594,2.61578,3.2131,5
2007-01-04,-2.10785,2.32451,3.13789,5
2007-01-05,-2.25187,1.96286,2.98726,6
2007-01-06,-2.29214,1.54793,2.76587,6
2007-01-07,-2.22906,1.09924,2.48537,6
2007-01-08,-2.06915,0.63749,2.16513,6
2007-01-09,-1.82454,0.1833,1.83373,6
2007-01-10,-1.51206,-0.244,1.53162,8
2007-01-11,-1.15207,-0.62745,1.31185,8
2007-01-12,-0.76703,-0.95338,1.22362,8
2007-01-13,-0.38003,-1.21199,1.27018,8
2007-01-14,-0.0133,-1.39777,1.39783,8
2007-01-15,0.31316,-1.50948,1.54162,1
2007-01-16,0.58275,-1.54997,1.6559,1
2007-01-17,0.7831,-1.5257,1.71493,1
2007-01-18,0.9067,-1.44604,1.70679,1
2007-01-19,0.951,-1.32248,1.62891,1
2007-01-20,0.91833,-1.16777,1.48561,1
2007-01-21,0.81543,-0.995,1.28645,1
2007-01-22,0.65271,-0.81682,1.04558,1
2007-01-23,0.44339,-0.64473,0.78248,1
2007-01-24,0.20242,-0.48858,0.52885,1
2007-01-25,-0.05447,-0.35614,0.36028,8
2007-01-26,-0.31184,-0.25299,0.40155,8
2007-01-27,-0.55536,-0.18247,0.58457,8
2007-01-28,-0.77257,-0.14586,0.78622,8
2007-01-29,-0.95336,-0.14259,0.96396,8
2007-01-30,-1.09027,-0.17057,1.10353,8
2007-01-31,-1.17861,-0.22657,1.20019,8
2007-02-01,-1.21636,-0.30654,1.25439,8
2007-02-02,-1.20395,-0.4059,1.27053,8
2007-02-03,-1.1439,-0.51982,1.25647,8
2007-02-04,-1.04043,-0.64332,1.22326,8
2007-02-05,-0.89905,-0.77142,1.18464,8
2007-02-06,-0.72613,-0.89916,1.15575,8
2007-02-07,-0.5286,-1.02157,1.15023,8
2007-02-08,-0.31361,-1.1337,1.17627,8
2007-02-09,-0.08836,-1.23057,1.23374,8
2007-02-10,0.14008,-1.30727,1.31475,1
2007-02-11,0.36488,-1.35901,1.40714,1
2007-02-12,0.57947,-1.38131,1.49794,1
2007-02-13,0.7777,-1.37026,1.57557,1
2007-02-14,0.95383,-1.32275,1.63078,1
2007-02-15,1.10272,-1.23686,1.65705,1
2007-02-16,1.21993,-1.11213,1.65077,2
2007-02-17,1.30194,-0.94986,1.61161,2
2007-02-18,1.34636,-0.75333,1.54278,2
2007-02-19,1.35214,-0.52781,1.4515,2
2007-02-20,1.31978,-0.28059,1.34928,2
2007-02-21,1.25146,-0.02068,1.25163,2
2007-02-22,1.15111,0.24151,1.17617,4
2007-02-23,1.02436,0.49478,1.13759,4
2007-02-24,0.87834,0.72774,1.14065,4
2007-02-25,0.7214,0.92962,1.17669,4
2007-02-26,0.56263,1.09096,1.22749,4
2007-02-27,0.41136,1.20439,1.2727,4
2007-02-28,0.27645,1.26527,1.29512,4
2007-03-01,0.16574,1.27209,1.28284,4
2007-03-02,0.08533,1.22678,1.22975,4
2007-03-03,0.0391,1.1347,1.13538,4
2007-03-04,0.02827,1.00436,1.00476,4
2007-03-05,0.05116,0.84693,0.84848,4
2007-03-06,0.10321,0.67548,0.68332,4
2007-03-07,0.17717,0.50405,0.53428,4
2007-03-08,0.26357,0.34661,0.43544,4
2007-03-09,0.35138,0.21602,0.41247,4
2007-03-10,0.42883,0.12296,0.44611,4
2007-03-11,0.48434,0.07508,0.49013,4
2007-03-12,0.50752,0.07633,0.51322,4
2007-03-13,0.49003,0.12655,0.50611,4
2007-03-14,0.42646,0.22143,0.48052,4
2007-03-15,0.31489,0.35273,0.47284,4
2007-03-16,0.15725,0.50891,0.53265,4
2007-03-17,-0.04063,0.67596,0.67718,5
2007-03-18,-0.26927,0.83852,0.8807,5
2007-03-19,-0.51608,0.98106,1.10853,5
2007-03-20,-0.76624,1.08919,1.33171,5
