0,1,2,3
N,Norte,05/09/2011,417.194.083.333
N,Norte,06/09/2011,419.162.875.000
N,Norte,07/09/2011,396.205.875.000
N,Norte,08/09/2011,414.511.625.000
N,Norte,09/09/2011,417.931.541.667
N,Norte,10/09/2011,407.650.500.000
N,Norte,11/09/2011,394.081.041.667
N,Norte,12/09/2011,420.239.208.333
N,Norte,13/09/2011,418.966.791.667
N,Norte,14/09/2011,419.209.125.000
N,Norte,15/09/2011,420.060.208.333
N,Norte,16/09/2011,419.729.583.333
N,Norte,17/09/2011,408.669.750.000
N,Norte,18/09/2011,392.710.083.333
N,Norte,19/09/2011,414.181.458.333
N,Norte,20/09/2011,418.470.708.333
N,Norte,21/09/2011,421.489.791.667
N,Norte,22/09/2011,424.227.458.333
N,Norte,23/09/2011,423.535.708.333
N,Norte,24/09/2011,403.060.416.667
N,Norte,25/09/2011,392.434.916.667
N,Norte,26/09/2011,416.513.375.000
N,Norte,27/09/2011,420.160.291.667
N,Norte,28/09/2011,423.970.375.000
N,Norte,29/09/2011,425.212.250.000
N,Norte,30/09/2011,422.060.750.000
N,Norte,01/10/2011,404.741.208.333
N,Norte,02/10/2011,387.119.458.333
N,Norte,03/10/2011,410.810.583.333
N,Norte,04/10/2011,404.629.958.333
N,Norte,05/10/2011,412.262.291.667
N,Norte,06/10/2011,411.382.875.000
N,Norte,07/10/2011,414.686.125.000
N,Norte,08/10/2011,407.800.750.000
N,Norte,09/10/2011,393.398.458.333
N,Norte,10/10/2011,417.213.375.000
N,Norte,11/10/2011,420.919.625.000
N,Norte,12/10/2011,402.461.708.333
N,Norte,13/10/2011,423.121.750.000
N,Norte,14/10/2011,421.421.416.667
N,Norte,15/10/2011,408.151.333.333
N,Norte,16/10/2011,378.517.708.333
N,Norte,17/10/2011,416.565.541.667
N,Norte,18/10/2011,412.695.125.000
N,Norte,19/10/2011,414.760.375.000
N,Norte,20/10/2011,398.212.291.667
N,Norte,21/10/2011,390.743.958.333
N,Norte,22/10/2011,388.390.041.667
N,Norte,23/10/2011,384.787.833.333
N,Norte,24/10/2011,409.654.000.000
N,Norte,25/10/2011,416.891.666.667
N,Norte,26/10/2011,410.926.125.000
N,Norte,27/10/2011,422.025.916.667
N,Norte,28/10/2011,413.313.916.667
N,Norte,29/10/2011,404.150.041.667
N,Norte,30/10/2011,383.734.000.000
N,Norte,31/10/2011,409.454.333.333
N,Norte,01/11/2011,419.229.041.667
N,Norte,02/11/2011,385.847.541.667
N,Norte,03/11/2011,409.807.166.667
N,Norte,04/11/2011,413.579.500.000
N,Norte,05/11/2011,404.093.958.333
N,Norte,06/11/2011,384.644.166.667
N,Norte,07/11/2011,411.941.125.000
N,Norte,08/11/2011,408.040.500.000
N,Norte,09/11/2011,407.895.916.667
N,Norte,10/11/2011,409.510.583.333
N,Norte,11/11/2011,407.301.958.333
N,Norte,12/11/2011,402.044.291.667
N,Norte,13/11/2011,379.788.666.667
N,Norte,14/11/2011,398.348.750.000
N,Norte,15/11/2011,388.842.916.667
N,Norte,16/11/2011,414.669.416.667
N,Norte,17/11/2011,416.208.875.000
N,Norte,18/11/2011,411.816.041.667
N,Norte,19/11/2011,395.205.875.000
N,Norte,20/11/2011,379.190.250.000
N,Norte,21/11/2011,407.420.083.333
N,Norte,22/11/2011,413.832.666.667
N,Norte,23/11/2011,410.189.208.333
N,Norte,24/11/2011,415.791.458.333
N,Norte,25/11/2011,407.071.583.333
N,Norte,26/11/2011,387.314.958.333
N,Norte,27/11/2011,377.166.291.667
N,Norte,28/11/2011,414.640.041.667
N,Norte,29/11/2011,421.915.833.333
N,Norte,30/11/2011,421.502.500.000
N,Norte,01/12/2011,413.997.166.667
N,Norte,02/12/2011,413.857.125.000
N,Norte,03/12/2011,395.787.666.667
N,Norte,04/12/2011,380.412.708.333
N,Norte,05/12/2011,407.612.083.333
N,Norte,06/12/2011,417.784.291.667
N,Norte,07/12/2011,419.688.166.667
N,Norte,08/12/2011,401.895.916.667
N,Norte,09/12/2011,415.788.875.000
N,Norte,10/12/2011,407.076.041.667
N,Norte,11/12/2011,387.488.750.000
N,Norte,12/12/2011,418.595.750.000
N,Norte,13/12/2011,421.808.958.333
N,Norte,14/12/2011,423.749.916.667
N,Norte,15/12/2011,416.962.666.667
N,Norte,16/12/2011,412.780.333.333
N,Norte,17/12/2011,403.283.625.000
N,Norte,18/12/2011,381.843.250.000
N,Norte,19/12/2011,409.748.125.000
N,Norte,20/12/2011,416.638.625.000
N,Norte,21/12/2011,421.188.875.000
N,Norte,22/12/2011,414.093.916.667
N,Norte,23/12/2011,411.072.000.000
N,Norte,24/12/2011,391.082.416.667
N,Norte,25/12/2011,374.672.750.000
N,Norte,26/12/2011,402.179.666.667
N,Norte,27/12/2011,407.286.291.667
N,Norte,28/12/2011,408.114.666.667
N,Norte,29/12/2011,413.325.000.000
N,Norte,30/12/2011,410.790.333.333
N,Norte,31/12/2011,389.262.250.000
N,Norte,01/01/2012,372.953.958.333
N,Norte,02/01/2012,402.328.166.667
N,Norte,03/01/2012,408.971.208.333
N,Norte,04/01/2012,408.971.250.000
N,Norte,05/01/2012,402.481.625.000
N,Norte,06/01/2012,403.207.625.000
N,Norte,07/01/2012,396.304.333.333
N,Norte,08/01/2012,385.547.916.667
N,Norte,09/01/2012,406.961.333.333
N,Norte,10/01/2012,405.849.541.667
N,Norte,11/01/2012,406.250.208.333
N,Norte,12/01/2012,405.413.916.667
N,Norte,13/01/2012,411.722.625.000
N,Norte,14/01/2012,396.217.416.667
N,Norte,15/01/2012,386.833.500.000
N,Norte,16/01/2012,393.935.666.667
N,Norte,17/01/2012,400.881.333.333
N,Norte,18/01/2012,402.497.000.000
N,Norte,19/01/2012,399.566.333.333
N,Norte,20/01/2012,403.541.000.000
N,Norte,21/01/2012,395.987.166.667
N,Norte,22/01/2012,372.421.625.000
N,Norte,23/01/2012,395.280.000.000
N,Norte,24/01/2012,404.087.708.333
N,Norte,25/01/2012,411.004.375.000
N,Norte,26/01/2012,413.998.625.000
N,Norte,27/01/2012,416.566.833.333
N,Norte,28/01/2012,400.457.833.333
N,Norte,29/01/2012,376.655.291.667
N,Norte,30/01/2012,410.689.625.000
N,Norte,31/01/2012,416.525.166.667
N,Norte,01/02/2012,418.622.791.667
N,Norte,02/02/2012,420.278.583.333
N,Norte,03/02/2012,425.807.166.667
N,Norte,04/02/2012,408.298.333.333
N,Norte,05/02/2012,388.808.583.333
N,Norte,06/02/2012,423.061.458.333
N,Norte,07/02/2012,420.900.208.333
N,Norte,08/02/2012,419.879.333.333
N,Norte,09/02/2012,415.999.000.000
N,Norte,10/02/2012,421.621.333.333
N,Norte,11/02/2012,405.800.708.333
N,Norte,12/02/2012,394.026.916.667
N,Norte,13/02/2012,409.126.208.333
N,Norte,14/02/2012,407.375.458.333
N,Norte,15/02/2012,399.054.041.667
N,Norte,16/02/2012,399.032.041.667
N,Norte,17/02/2012,401.727.458.333
N,Norte,18/02/2012,386.763.833.333
N,Norte,19/02/2012,380.833.250.000
N,Norte,20/02/2012,386.363.625.000
N,Norte,21/02/2012,378.266.833.333
N,Norte,22/02/2012,402.130.125.000
N,Norte,23/02/2012,414.758.708.333
N,Norte,24/02/2012,415.430.250.000
N,Norte,25/02/2012,398.003.791.667
N,Norte,26/02/2012,389.110.208.333
N,Norte,27/02/2012,422.470.208.333
N,Norte,28/02/2012,428.442.791.667
N,Norte,29/02/2012,428.312.833.333
N,Norte,01/03/2012,418.185.500.000
N,Norte,02/03/2012,422.475.625.000
N,Norte,03/03/2012,412.202.708.333
N,Norte,04/03/2012,391.649.541.667
N,Norte,05/03/2012,423.957.250.000
N,Norte,06/03/2012,423.268.250.000
N,Norte,07/03/2012,422.446.958.333
N,Norte,08/03/2012,417.180.291.667
N,Norte,09/03/2012,418.907.875.000
N,Norte,10/03/2012,414.019.791.667
N,Norte,11/03/2012,390.608.875.000
N,Norte,12/03/2012,419.499.166.667
N,Norte,13/03/2012,421.215.375.000
N,Norte,14/03/2012,419.159.166.667
N,Norte,15/03/2012,418.685.500.000
N,Norte,16/03/2012,420.534.125.000
N,Norte,17/03/2012,407.721.875.000
N,Norte,18/03/2012,390.937.208.333
N,Norte,19/03/2012,416.961.666.667
N,Norte,20/03/2012,418.448.666.667
N,Norte,21/03/2012,415.284.666.667
N,Norte,22/03/2012,421.304.333.333
N,Norte,23/03/2012,411.913.583.333
N,Norte,24/03/2012,404.685.250.000
N,Norte,25/03/2012,395.621.791.667
N,Norte,26/03/2012,424.550.083.333
N,Norte,27/03/2012,425.250.000.000
N,Norte,28/03/2012,418.773.166.667
N,Norte,29/03/2012,417.957.083.333
N,Norte,30/03/2012,425.730.250.000
N,Norte,31/03/2012,414.347.750.000
N,Norte,01/04/2012,405.641.000.000
N,Norte,02/04/2012,421.452.166.667
N,Norte,03/04/2012,426.735.458.333
N,Norte,04/04/2012,423.329.583.333
N,Norte,05/04/2012,417.190.291.667
N,Norte,06/04/2012,398.445.708.333
N,Norte,07/04/2012,408.189.083.333
N,Norte,08/04/2012,395.752.916.667
N,Norte,09/04/2012,409.683.208.333
N,Norte,10/04/2012,422.181.583.333
N,Norte,11/04/2012,428.767.583.333
N,Norte,12/04/2012,430.326.583.333
N,Norte,13/04/2012,431.750.708.333
N,Norte,14/04/2012,419.280.750.000
N,Norte,15/04/2012,402.544.958.333
N,Norte,16/04/2012,418.791.375.000
N,Norte,17/04/2012,426.530.458.333
N,Norte,18/04/2012,434.354.666.667
N,Norte,19/04/2012,427.763.333.333
N,Norte,20/04/2012,434.134.041.667
N,Norte,21/04/2012,407.700.583.333
N,Norte,22/04/2012,394.062.666.667
N,Norte,23/04/2012,423.476.541.667
N,Norte,24/04/2012,430.973.208.333
N,Norte,25/04/2012,428.523.500.000
N,Norte,26/04/2012,425.883.458.333
N,Norte,27/04/2012,428.138.666.667
N,Norte,28/04/2012,420.918.208.333
N,Norte,29/04/2012,402.944.541.667
N,Norte,30/04/2012,423.192.125.000
N,Norte,01/05/2012,399.675.583.333
N,Norte,02/05/2012,425.758.041.667
N,Norte,03/05/2012,421.871.416.667
N,Norte,04/05/2012,419.754.333.333
N,Norte,05/05/2012,414.827.125.000
N,Norte,06/05/2012,401.227.291.667
N,Norte,07/05/2012,423.224.833.333
N,Norte,08/05/2012,424.950.625.000
N,Norte,09/05/2012,420.589.375.000
N,Norte,10/05/2012,426.356.750.000
N,Norte,11/05/2012,426.538.583.333
N,Norte,12/05/2012,409.511.083.333
N,Norte,13/05/2012,388.165.958.333
N,Norte,14/05/2012,425.256.541.667
N,Norte,15/05/2012,422.355.875.000
N,Norte,16/05/2012,411.473.791.667
N,Norte,17/05/2012,409.045.041.667
N,Norte,18/05/2012,408.339.750.000
N,Norte,19/05/2012,389.533.500.000
N,Norte,20/05/2012,376.833.375.000
N,Norte,21/05/2012,408.710.041.667
N,Norte,22/05/2012,405.084.166.667
N,Norte,23/05/2012,408.273.750.000
N,Norte,24/05/2012,412.403.750.000
N,Norte,25/05/2012,417.820.375.000
N,Norte,26/05/2012,400.620.833.333
N,Norte,27/05/2012,382.226.375.000
N,Norte,28/05/2012,413.830.083.333
N,Norte,29/05/2012,414.424.375.000
N,Norte,30/05/2012,419.718.583.333
N,Norte,31/05/2012,432.643.000.000
N,Norte,01/06/2012,411.566.875.000
N,Norte,02/06/2012,391.497.083.333
N,Norte,03/06/2012,372.013.791.667
N,Norte,04/06/2012,411.809.958.333
N,Norte,05/06/2012,415.605.041.667
N,Norte,06/06/2012,411.137.125.000
N,Norte,07/06/2012,390.817.666.667
N,Norte,08/06/2012,413.303.625.000
N,Norte,09/06/2012,397.932.541.667
N,Norte,10/06/2012,374.278.625.000
N,Norte,11/06/2012,401.226.041.667
N,Norte,12/06/2012,403.887.375.000
N,Norte,13/06/2012,402.039.916.667
N,Norte,14/06/2012,393.241.958.333
N,Norte,15/06/2012,396.390.875.000
N,Norte,16/06/2012,394.939.458.333
N,Norte,17/06/2012,370.855.791.667
N,Norte,18/06/2012,399.944.250.000
N,Norte,19/06/2012,400.927.541.667
N,Norte,20/06/2012,399.677.291.667
N,Norte,21/06/2012,400.933.083.333
N,Norte,22/06/2012,396.185.833.333
N,Norte,23/06/2012,375.180.625.000
N,Norte,24/06/2012,360.191.041.667
N,Norte,25/06/2012,387.449.500.000
N,Norte,26/06/2012,383.862.166.667
N,Norte,27/06/2012,388.968.541.667
N,Norte,28/06/2012,387.927.083.333
N,Norte,29/06/2012,386.858.583.333
N,Norte,30/06/2012,381.205.083.333
N,Norte,01/07/2012,364.421.166.667
N,Norte,02/07/2012,390.539.958.333
N,Norte,03/07/2012,392.225.458.333
N,Norte,04/07/2012,393.402.916.667
N,Norte,05/07/2012,392.495.666.667
N,Norte,06/07/2012,390.975.041.667
N,Norte,07/07/2012,385.687.041.667
N,Norte,08/07/2012,371.702.875.000
N,Norte,09/07/2012,395.367.458.333
N,Norte,10/07/2012,400.330.041.667
N,Norte,11/07/2012,407.040.708.333
N,Norte,12/07/2012,402.859.708.333
N,Norte,13/07/2012,405.199.958.333
N,Norte,14/07/2012,390.202.750.000
N,Norte,15/07/2012,373.106.791.667
N,Norte,16/07/2012,397.724.541.667
N,Norte,17/07/2012,404.392.958.333
N,Norte,18/07/2012,402.418.791.667
N,Norte,19/07/2012,405.186.916.667
N,Norte,20/07/2012,402.396.458.333
N,Norte,21/07/2012,386.019.583.333
N,Norte,22/07/2012,369.194.541.667
N,Norte,23/07/2012,398.591.416.667
N,Norte,24/07/2012,403.232.166.667
N,Norte,25/07/2012,398.694.333.333
N,Norte,26/07/2012,399.447.666.667
N,Norte,27/07/2012,395.929.250.000
N,Norte,28/07/2012,386.614.416.667
N,Norte,29/07/2012,373.774.625.000
N,Norte,30/07/2012,394.407.208.333
N,Norte,31/07/2012,402.934.416.667
N,Norte,01/08/2012,404.872.958.333
N,Norte,02/08/2012,408.307.916.667
N,Norte,03/08/2012,407.142.875.000
N,Norte,04/08/2012,391.792.500.000
N,Norte,05/08/2012,374.500.208.333
N,Norte,06/08/2012,405.513.125.000
N,Norte,07/08/2012,412.860.291.667
N,Norte,08/08/2012,409.899.208.333
N,Norte,09/08/2012,405.170.541.667
N,Norte,10/08/2012,405.076.458.333
N,Norte,11/08/2012,395.388.708.333
N,Norte,12/08/2012,381.284.625.000
N,Norte,13/08/2012,410.017.791.667
N,Norte,14/08/2012,410.927.958.333
N,Norte,15/08/2012,400.163.166.667
N,Norte,16/08/2012,412.200.625.000
N,Norte,17/08/2012,411.144.416.667
N,Norte,18/08/2012,395.211.708.333
N,Norte,19/08/2012,383.920.041.667
N,Norte,20/08/2012,407.931.458.333
N,Norte,21/08/2012,407.538.291.667
N,Norte,22/08/2012,410.094.500.000
N,Norte,23/08/2012,411.209.791.667
N,Norte,24/08/2012,408.516.583.333
N,Norte,25/08/2012,395.543.750.000
N,Norte,26/08/2012,382.465.125.000
N,Norte,27/08/2012,411.498.666.667
N,Norte,28/08/2012,418.825.583.333
N,Norte,29/08/2012,420.523.750.000
N,Norte,30/08/2012,419.632.166.667
N,Norte,31/08/2012,420.053.333.333
N,Norte,01/09/2012,401.383.166.667
N,Norte,02/09/2012,385.521.958.333
N,Norte,03/09/2012,417.448.416.667
N,Norte,04/09/2012,421.386.291.667
N,Norte,05/09/2012,422.023.666.667
N,Norte,06/09/2012,422.081.708.333
N,Norte,07/09/2012,397.058.833.333
N,Norte,08/09/2012,401.679.166.667
N,Norte,09/09/2012,391.773.625.000
N,Norte,10/09/2012,419.075.000.000
N,Norte,11/09/2012,417.489.666.667
N,Norte,12/09/2012,419.762.583.333
N,Norte,13/09/2012,426.571.208.333
N,Norte,14/09/2012,430.683.833.333
N,Norte,15/09/2012,414.528.916.667
N,Norte,16/09/2012,397.256.208.333
N,Norte,17/09/2012,420.604.291.667
N,Norte,18/09/2012,420.374.416.667
N,Norte,19/09/2012,426.307.375.000
N,Norte,20/09/2012,419.834.708.333
N,Norte,21/09/2012,420.672.958.333
N,Norte,22/09/2012,405.502.958.333
N,Norte,23/09/2012,390.941.625.000
N,Norte,24/09/2012,417.812.583.333
N,Norte,25/09/2012,417.647.000.000
N,Norte,26/09/2012,426.340.458.333
N,Norte,27/09/2012,422.540.500.000
N,Norte,28/09/2012,422.402.958.333
N,Norte,29/09/2012,405.789.750.000
N,Norte,30/09/2012,390.487.250.000
N,Norte,01/10/2012,416.468.291.667
N,Norte,02/10/2012,423.471.916.667
N,Norte,03/10/2012,424.756.791.667
N,Norte,04/10/2012,417.942.083.333
N,Norte,05/10/2012,418.541.958.333
N,Norte,06/10/2012,410.505.458.333
N,Norte,07/10/2012,387.139.625.000
N,Norte,08/10/2012,421.808.833.333
N,Norte,09/10/2012,424.582.125.000
N,Norte,10/10/2012,416.911.416.667
N,Norte,11/10/2012,408.434.750.000
N,Norte,12/10/2012,397.148.250.000
N,Norte,13/10/2012,403.846.583.333
N,Norte,14/10/2012,388.370.291.667
N,Norte,15/10/2012,415.152.125.000
N,Norte,16/10/2012,417.338.458.333
N,Norte,17/10/2012,416.306.250.000
N,Norte,18/10/2012,420.810.458.333
N,Norte,19/10/2012,425.200.250.000
N,Norte,20/10/2012,408.143.458.333
N,Norte,21/10/2012,377.686.833.333
N,Norte,22/10/2012,417.666.041.667
N,Norte,23/10/2012,419.147.708.333
N,Norte,24/10/2012,419.734.166.667
N,Norte,25/10/2012,423.727.666.667
N,Norte,26/10/2012,382.848.000.000
N,Norte,27/10/2012,398.819.916.667
N,Norte,28/10/2012,376.924.375.000
N,Norte,29/10/2012,399.188.125.000
N,Norte,30/10/2012,415.976.541.667
N,Norte,31/10/2012,416.699.625.000
N,Norte,01/11/2012,413.098.583.333
N,Norte,02/11/2012,383.384.083.333
N,Norte,03/11/2012,392.988.583.333
N,Norte,04/11/2012,385.109.833.333
N,Norte,05/11/2012,415.403.083.333
N,Norte,06/11/2012,419.698.791.667
N,Norte,07/11/2012,419.849.791.667
N,Norte,08/11/2012,417.705.000.000
N,Norte,09/11/2012,416.427.583.333
N,Norte,10/11/2012,403.022.458.333
N,Norte,11/11/2012,382.305.541.667
N,Norte,12/11/2012,406.781.166.667
N,Norte,13/11/2012,407.029.833.333
N,Norte,14/11/2012,410.684.208.333
N,Norte,15/11/2012,389.493.750.000
N,Norte,16/11/2012,410.430.875.000
N,Norte,17/11/2012,400.586.708.333
N,Norte,18/11/2012,386.856.666.667
N,Norte,19/11/2012,414.901.958.333
N,Norte,20/11/2012,416.341.791.667
N,Norte,21/11/2012,415.374.291.667
N,Norte,22/11/2012,417.333.666.667
N,Norte,23/11/2012,417.353.578.942
N,Norte,24/11/2012,395.672.783.070
N,Norte,25/11/2012,380.291.643.270
N,Norte,26/11/2012,404.983.370.547
N,Norte,27/11/2012,408.678.041.667
N,Norte,28/11/2012,405.437.708.333
N,Norte,29/11/2012,399.393.666.667
N,Norte,30/11/2012,388.496.083.333
N,Norte,01/12/2012,378.442.833.333
N,Norte,02/12/2012,367.551.875.000
N,Norte,03/12/2012,391.461.208.333
N,Norte,04/12/2012,392.897.708.333
N,Norte,05/12/2012,399.752.666.667
N,Norte,06/12/2012,404.337.541.667
N,Norte,07/12/2012,404.415.166.667
N,Norte,08/12/2012,386.863.625.000
N,Norte,09/12/2012,380.428.291.667
N,Norte,10/12/2012,404.411.125.000
N,Norte,11/12/2012,411.373.166.667
N,Norte,12/12/2012,409.371.875.000
N,Norte,13/12/2012,408.766.416.667
N,Norte,14/12/2012,412.698.541.667
N,Norte,15/12/2012,402.885.083.333
N,Norte,16/12/2012,379.759.625.000
N,Norte,17/12/2012,400.633.583.333
N,Norte,18/12/2012,402.467.666.667
N,Norte,19/12/2012,412.422.750.000
N,Norte,20/12/2012,409.171.833.333
N,Norte,21/12/2012,401.566.416.667
N,Norte,22/12/2012,394.319.125.000
N,Norte,23/12/2012,383.557.125.000
N,Norte,24/12/2012,383.896.500.000
N,Norte,25/12/2012,359.249.458.333
N,Norte,26/12/2012,395.923.666.667
N,Norte,27/12/2012,399.095.416.667
N,Norte,28/12/2012,390.798.458.333
N,Norte,29/12/2012,381.844.375.000
N,Norte,30/12/2012,369.278.291.667
N,Norte,31/12/2012,371.734.833.333
N,Norte,01/01/2013,356.439.750.000
N,Norte,02/01/2013,380.608.625.000
N,Norte,03/01/2013,390.281.958.333
N,Norte,04/01/2013,393.149.833.333
N,Norte,05/01/2013,384.251.375.000
N,Norte,06/01/2013,374.224.333.333
N,Norte,07/01/2013,403.272.250.000
N,Norte,08/01/2013,400.562.875.000
N,Norte,09/01/2013,397.874.750.000
N,Norte,10/01/2013,392.495.291.667
N,Norte,11/01/2013,389.401.125.000
N,Norte,12/01/2013,381.593.916.667
N,Norte,13/01/2013,366.378.083.333
N,Norte,14/01/2013,394.771.708.333
N,Norte,15/01/2013,397.347.416.667
N,Norte,16/01/2013,391.721.000.000
N,Norte,17/01/2013,397.873.750.000
N,Norte,18/01/2013,401.925.000.000
N,Norte,19/01/2013,393.943.958.333
N,Norte,20/01/2013,370.789.958.333
N,Norte,21/01/2013,409.102.458.333
N,Norte,22/01/2013,415.350.708.333
N,Norte,23/01/2013,412.456.875.000
N,Norte,24/01/2013,409.579.958.333
N,Norte,25/01/2013,405.709.625.000
N,Norte,26/01/2013,400.788.541.667
N,Norte,27/01/2013,384.711.625.000
N,Norte,28/01/2013,415.765.916.667
N,Norte,29/01/2013,415.400.375.000
N,Norte,30/01/2013,416.872.291.667
N,Norte,31/01/2013,418.865.333.333
N,Norte,01/02/2013,416.837.541.667
N,Norte,02/02/2013,404.047.500.000
N,Norte,03/02/2013,384.046.041.667
N,Norte,04/02/2013,414.554.291.667
N,Norte,05/02/2013,412.235.583.333
N,Norte,06/02/2013,413.161.291.667
N,Norte,07/02/2013,405.553.791.667
N,Norte,08/02/2013,410.203.416.667
N,Norte,09/02/2013,401.287.750.000
N,Norte,10/02/2013,387.296.375.000
N,Norte,11/02/2013,393.108.416.667
N,Norte,12/02/2013,384.839.958.333
N,Norte,13/02/2013,390.810.083.333
N,Norte,14/02/2013,402.552.125.000
N,Norte,15/02/2013,415.542.041.667
N,Norte,16/02/2013,404.716.125.000
N,Norte,17/02/2013,389.656.583.333
N,Norte,18/02/2013,418.637.208.333
N,Norte,19/02/2013,409.870.250.000
N,Norte,20/02/2013,409.460.250.000
N,Norte,21/02/2013,413.396.541.667
N,Norte,22/02/2013,421.000.708.333
N,Norte,23/02/2013,416.476.416.667
N,Norte,24/02/2013,392.014.041.667
N,Norte,25/02/2013,414.300.000.000
N,Norte,26/02/2013,419.555.625.000
N,Norte,27/02/2013,420.937.250.000
N,Norte,28/02/2013,425.880.250.000
N,Norte,01/03/2013,423.399.166.667
N,Norte,02/03/2013,409.647.291.667
N,Norte,03/03/2013,396.102.541.667
N,Norte,04/03/2013,423.711.583.333
N,Norte,05/03/2013,438.980.500.000
N,Norte,06/03/2013,439.951.583.333
N,Norte,07/03/2013,428.579.333.333
N,Norte,08/03/2013,430.806.291.667
N,Norte,09/03/2013,423.022.916.667
N,Norte,10/03/2013,396.569.541.667
N,Norte,11/03/2013,429.981.458.333
N,Norte,12/03/2013,441.176.333.333
N,Norte,13/03/2013,441.128.125.000
N,Norte,14/03/2013,437.795.500.000
N,Norte,15/03/2013,436.690.416.667
N,Norte,16/03/2013,413.673.916.667
N,Norte,17/03/2013,409.123.250.000
N,Norte,18/03/2013,435.664.333.333
N,Norte,19/03/2013,430.769.708.333
N,Norte,20/03/2013,417.276.500.000
N,Norte,21/03/2013,424.988.125.000
N,Norte,22/03/2013,428.170.958.333
N,Norte,23/03/2013,423.431.291.667
N,Norte,24/03/2013,398.047.000.000
N,Norte,25/03/2013,424.693.750.000
N,Norte,26/03/2013,433.091.333.333
N,Norte,27/03/2013,432.626.375.000
N,Norte,28/03/2013,427.314.375.000
N,Norte,29/03/2013,400.001.375.000
N,Norte,30/03/2013,397.715.583.333
N,Norte,31/03/2013,383.183.750.000
N,Norte,01/04/2013,430.185.791.667
N,Norte,02/04/2013,436.713.125.000
N,Norte,03/04/2013,436.478.375.000
N,Norte,04/04/2013,436.231.625.000
N,Norte,05/04/2013,431.792.000.000
N,Norte,06/04/2013,418.316.375.000
N,Norte,07/04/2013,399.204.208.333
N,Norte,08/04/2013,426.115.291.667
N,Norte,09/04/2013,431.497.416.667
N,Norte,10/04/2013,422.320.458.333
N,Norte,11/04/2013,419.845.791.667
N,Norte,12/04/2013,425.603.333.333
N,Norte,13/04/2013,419.362.583.333
N,Norte,14/04/2013,400.479.208.333
N,Norte,15/04/2013,438.433.541.667
N,Norte,16/04/2013,433.645.291.667
N,Norte,17/04/2013,430.684.833.333
N,Norte,18/04/2013,426.857.208.333
N,Norte,19/04/2013,424.677.750.000
N,Norte,20/04/2013,412.703.750.000
N,Norte,21/04/2013,394.242.250.000
N,Norte,22/04/2013,421.750.125.000
N,Norte,23/04/2013,428.835.125.000
N,Norte,24/04/2013,435.695.583.333
N,Norte,25/04/2013,433.588.208.333
N,Norte,26/04/2013,427.433.333.333
N,Norte,27/04/2013,420.139.583.333
N,Norte,28/04/2013,400.058.958.333
N,Norte,29/04/2013,435.057.166.667
N,Norte,30/04/2013,436.644.250.000
N,Norte,01/05/2013,403.732.125.000
N,Norte,02/05/2013,432.487.041.667
N,Norte,03/05/2013,431.292.541.667
N,Norte,04/05/2013,418.574.541.667
N,Norte,05/05/2013,398.437.666.667
N,Norte,06/05/2013,435.231.875.000
N,Norte,07/05/2013,436.150.166.667
N,Norte,08/05/2013,434.383.791.667
N,Norte,09/05/2013,427.555.000.000
N,Norte,10/05/2013,421.948.125.000
N,Norte,11/05/2013,410.018.125.000
N,Norte,12/05/2013,392.452.083.333
N,Norte,13/05/2013,433.995.708.333
N,Norte,14/05/2013,436.499.041.667
N,Norte,15/05/2013,428.382.408.333
N,Norte,16/05/2013,423.175.166.667
N,Norte,17/05/2013,438.898.958.333
N,Norte,18/05/2013,420.756.541.667
N,Norte,19/05/2013,394.418.166.667
N,Norte,20/05/2013,424.254.250.000
N,Norte,21/05/2013,428.569.000.000
N,Norte,22/05/2013,426.228.375.000
N,Norte,23/05/2013,427.561.625.000
N,Norte,24/05/2013,425.285.916.667
N,Norte,25/05/2013,410.665.708.333
N,Norte,26/05/2013,389.820.791.667
N,Norte,27/05/2013,420.547.250.000
N,Norte,28/05/2013,426.436.750.000
N,Norte,29/05/2013,432.232.250.000
N,Norte,30/05/2013,411.671.650.000
N,Norte,31/05/2013,427.344.375.000
N,Norte,01/06/2013,422.546.291.667
N,Norte,02/06/2013,389.899.666.667
N,Norte,03/06/2013,425.649.000.000
N,Norte,04/06/2013,410.735.041.667
N,Norte,05/06/2013,407.846.870.833
N,Norte,06/06/2013,405.510.250.000
N,Norte,07/06/2013,408.287.245.833
N,Norte,08/06/2013,391.665.791.667
N,Norte,09/06/2013,384.034.458.333
N,Norte,10/06/2013,407.639.583.333
N,Norte,11/06/2013,403.528.854.167
N,Norte,12/06/2013,401.501.037.500
N,Norte,13/06/2013,406.505.791.667
N,Norte,14/06/2013,410.145.295.833
N,Norte,15/06/2013,395.779.666.667
N,Norte,16/06/2013,380.396.416.667
N,Norte,17/06/2013,409.596.645.833
N,Norte,18/06/2013,408.382.712.500
N,Norte,19/06/2013,407.655.025.000
N,Norte,20/06/2013,408.759.462.500
N,Norte,21/06/2013,409.554.908.333
N,Norte,22/06/2013,390.504.920.833
N,Norte,23/06/2013,376.989.970.833
N,Norte,24/06/2013,404.301.108.333
N,Norte,25/06/2013,401.410.633.333
N,Norte,26/06/2013,406.584.904.167
N,Norte,27/06/2013,408.255.375.000
N,Norte,28/06/2013,407.624.791.667
N,Norte,29/06/2013,387.794.291.667
N,Norte,30/06/2013,372.950.500.000
N,Norte,01/07/2013,389.802.325.000
