time,down2total,lat,lon
2021-05-06,0.75765085,-33.5,-70.625
2021-05-07,0.57402086,-33.5,-70.625
2021-05-08,0.478458,-33.5,-70.625
2021-05-09,0.7629568,-33.5,-70.625
2021-05-10,0.782646,-33.5,-70.625
2021-05-11,0.8006421,-33.5,-70.625
2021-05-12,0.807717,-33.5,-70.625
2021-05-13,0.7178908,-33.5,-70.625
2021-05-14,0.64558613,-33.5,-70.625
2021-05-15,0.45898473,-33.5,-70.625
2021-05-16,0.6421406,-33.5,-70.625
2021-05-17,0.6419203,-33.5,-70.625
2021-05-18,0.56246763,-33.5,-70.625
2021-05-19,0.45646492,-33.5,-70.625
2021-05-20,0.4516872,-33.5,-70.625
2021-05-21,0.549262,-33.5,-70.625
2021-05-22,0.78282577,-33.5,-70.625
2021-05-23,0.7610996,-33.5,-70.625
2021-05-24,0.7617162,-33.5,-70.625
2021-05-25,0.7534723,-33.5,-70.625
2021-05-26,0.73837495,-33.5,-70.625
2021-05-27,0.758546,-33.5,-70.625
2021-05-28,0.72454524,-33.5,-70.625
2021-05-29,0.58448577,-33.5,-70.625
2021-05-30,0.7246211,-33.5,-70.625
2021-05-31,0.700139,-33.5,-70.625
2021-06-01,0.41794023,-33.5,-70.625
2021-06-02,0.7116918,-33.5,-70.625
2021-06-03,0.6801862,-33.5,-70.625
2021-06-04,0.3048444,-33.5,-70.625
2021-06-05,0.66805327,-33.5,-70.625
2021-06-06,0.7135944,-33.5,-70.625
2021-06-07,0.7239514,-33.5,-70.625
2021-06-08,0.7556759,-33.5,-70.625
2021-06-09,0.678022,-33.5,-70.625
2021-06-10,0.743865,-33.5,-70.625
2021-06-11,0.744303,-33.5,-70.625
2021-06-12,0.7540859,-33.5,-70.625
2021-06-13,0.68433964,-33.5,-70.625
2021-06-14,0.68106186,-33.5,-70.625
2021-06-15,0.48947242,-33.5,-70.625
2021-06-16,0.5789004,-33.5,-70.625
2021-06-17,0.7451188,-33.5,-70.625
2021-06-18,0.72721624,-33.5,-70.625
2021-06-19,0.61862576,-33.5,-70.625
2021-06-20,0.72506756,-33.5,-70.625
2021-06-21,0.7109167,-33.5,-70.625
2021-06-22,0.6375432,-33.5,-70.625
2021-06-23,0.2986286,-33.5,-70.625
2021-06-24,0.6569318,-33.5,-70.625
2021-06-25,0.23533481,-33.5,-70.625
2021-06-26,0.7229106,-33.5,-70.625
2021-06-27,0.7884581,-33.5,-70.625
2021-06-28,0.79462546,-33.5,-70.625
2021-06-29,0.76695573,-33.5,-70.625
2021-06-30,0.38002962,-33.5,-70.625
2021-07-01,0.55258673,-33.5,-70.625
2021-07-02,0.7868039,-33.5,-70.625
2021-07-03,0.37524137,-33.5,-70.625
2021-07-04,0.76404417,-33.5,-70.625
2021-07-05,0.7609192,-33.5,-70.625
2021-07-06,0.616791,-33.5,-70.625
2021-07-07,0.71194845,-33.5,-70.625
2021-07-08,0.73800296,-33.5,-70.625
2021-07-09,0.52211934,-33.5,-70.625
2021-07-10,0.8080611,-33.5,-70.625
2021-07-11,0.54677504,-33.5,-70.625
2021-07-12,0.70122105,-33.5,-70.625
2021-07-13,0.73894763,-33.5,-70.625
2021-07-14,0.76444757,-33.5,-70.625
2021-07-15,0.79072016,-33.5,-70.625
2021-07-16,0.77212274,-33.5,-70.625
2021-07-17,0.8023391,-33.5,-70.625
2021-07-18,0.80692255,-33.5,-70.625
2021-07-19,0.8024144,-33.5,-70.625
2021-07-20,0.7439821,-33.5,-70.625
2021-07-21,0.7173456,-33.5,-70.625
2021-07-22,0.7623245,-33.5,-70.625
2021-07-23,0.743815,-33.5,-70.625
2021-07-24,0.4787164,-33.5,-70.625
2021-07-25,0.6757565,-33.5,-70.625
2021-07-26,0.73005235,-33.5,-70.625
2021-07-27,0.78203917,-33.5,-70.625
2021-07-28,0.7988223,-33.5,-70.625
2021-07-29,0.7932614,-33.5,-70.625
2021-07-30,0.7879082,-33.5,-70.625
2021-07-31,0.6874724,-33.5,-70.625
2021-08-01,0.80705637,-33.5,-70.625
2021-08-02,0.79267305,-33.5,-70.625
2021-08-03,0.78438884,-33.5,-70.625
2021-08-04,0.7999869,-33.5,-70.625
2021-08-05,0.7638348,-33.5,-70.625
2021-08-06,0.6803255,-33.5,-70.625
2021-08-07,0.7528099,-33.5,-70.625
2021-08-08,0.6251184,-33.5,-70.625
2021-08-09,0.77839154,-33.5,-70.625
2021-08-10,0.8111972,-33.5,-70.625
2021-08-11,0.76844233,-33.5,-70.625
2021-08-12,0.7985598,-33.5,-70.625
2021-08-13,0.8028505,-33.5,-70.625
2021-08-14,0.6289878,-33.5,-70.625
2021-08-15,0.4039291,-33.5,-70.625
2021-08-16,0.31486017,-33.5,-70.625
2021-08-17,0.48104787,-33.5,-70.625
2021-08-18,0.19259027,-33.5,-70.625
2021-08-19,0.52358925,-33.5,-70.625
2021-08-20,0.41053373,-33.5,-70.625
2021-08-21,0.41465694,-33.5,-70.625
2021-08-22,0.77573955,-33.5,-70.625
2021-08-23,0.56083184,-33.5,-70.625
2021-08-24,0.6866891,-33.5,-70.625
2021-08-25,0.771896,-33.5,-70.625
2021-08-26,0.80645716,-33.5,-70.625
2021-08-27,0.61828476,-33.5,-70.625
2021-08-28,0.55014235,-33.5,-70.625
2021-08-29,0.7653554,-33.5,-70.625
2021-08-30,0.76485956,-33.5,-70.625
2021-08-31,0.7635719,-33.5,-70.625
2021-09-01,0.54564685,-33.5,-70.625
2021-09-02,0.7800976,-33.5,-70.625
2021-09-03,0.78113514,-33.5,-70.625
2021-09-04,0.7935045,-33.5,-70.625
2021-09-05,0.7616241,-33.5,-70.625
2021-09-06,0.7531255,-33.5,-70.625
2021-09-07,0.6257815,-33.5,-70.625
2021-09-08,0.7920097,-33.5,-70.625
2021-09-09,0.7919334,-33.5,-70.625
2021-09-10,0.7293333,-33.5,-70.625
2021-09-11,0.30998355,-33.5,-70.625
2021-09-12,0.5609694,-33.5,-70.625
2021-09-13,0.502991,-33.5,-70.625
2021-09-14,0.8286713,-33.5,-70.625
2021-09-15,0.80994904,-33.5,-70.625
2021-09-16,0.8033454,-33.5,-70.625
2021-09-17,0.7907736,-33.5,-70.625
2021-09-18,0.78656155,-33.5,-70.625
2021-09-19,0.77191454,-33.5,-70.625
2021-09-20,0.8068061,-33.5,-70.625
2021-09-21,0.7802149,-33.5,-70.625
2021-09-22,0.77512527,-33.5,-70.625
2021-09-23,0.81176084,-33.5,-70.625
2021-09-24,0.801555,-33.5,-70.625
2021-09-25,0.7773724,-33.5,-70.625
2021-09-26,0.8033479,-33.5,-70.625
2021-09-27,0.79323363,-33.5,-70.625
2021-09-28,0.7962517,-33.5,-70.625
2021-09-29,0.64750755,-33.5,-70.625
2021-09-30,0.8015373,-33.5,-70.625
2021-10-01,0.78570426,-33.5,-70.625
2021-10-02,0.7894055,-33.5,-70.625
2021-10-03,0.81759006,-33.5,-70.625
2021-10-04,0.81385356,-33.5,-70.625
2021-10-05,0.8033211,-33.5,-70.625
2021-10-06,0.80922925,-33.5,-70.625
2021-10-07,0.7841787,-33.5,-70.625
2021-10-08,0.62282246,-33.5,-70.625
2021-10-09,0.7508731,-33.5,-70.625
2021-10-10,0.73941666,-33.5,-70.625
2021-10-11,0.80576533,-33.5,-70.625
2021-10-12,0.7124395,-33.5,-70.625
2021-10-13,0.78240156,-33.5,-70.625
2021-10-14,0.7407669,-33.5,-70.625
2021-10-15,0.82729113,-33.5,-70.625
2021-10-16,0.8270933,-33.5,-70.625
2021-10-17,0.8173512,-33.5,-70.625
2021-10-18,0.8197919,-33.5,-70.625
2021-10-19,0.80519867,-33.5,-70.625
